sentence,label
Zu den Gerinnungshemmern gehört zum Beispiel Acetylsalicylsäure.,1
Sie verursacht braune Löcher in den Zähnen.,1
ZusÃ¤tzlich kÃ¶nnen Sie einen 2.,1
Die Fischer-Prüfungen finden 2 Mal im Jahr statt: 1.,1
"Er beabsichtigte, den Reisenden in der Stadtbahn zu unterstützen.",0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Der Fußball-Verein Dynamo Dresden hat mehreren Menschen ein Stadion-Verbot gegeben Hauptinhalt Stand: 12.,1
Sie möchten das eigene Risiko für eine Analfissur verringern?,1
Das Tier hatte sich unmittelbar vor dem Lenkrad abgesetzt.,0
Dann geben Sie ihr ein Stück Traubenzucker.,1
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Chemnitz bekommt ein neues Forschungs-Zentrum Hauptinhalt Stand: 03.,1
Wie erkennt man eine Nasennebenhöhlen-Entzündung?,1
Die Telefon-Nummer vom TÜV ist: 08 00 / 88 38 88 38 .,1
Und bleiben die Zähne auch gerade?,1
Manche Menschen haben sehr oft eine Kehlkopf-Entzündung.,1
Ich habe keine Schulden und achte auf mein Geld.,1
Dafür steht Ihnen unser umfangreiches Netzwerk unserer Allianz-Agenturen und -Vertretungen vor Ort zur Verfügung.,1
Dann können Sie einiges beachten: Stützen Sie Ihre Handballen vor der Tastatur ab.,1
Beispiel: In einem Kindergarten.,0
Wir bieten Ihnen ein gastronomisches Angebot an.,0
"An bestimmte Stellen dÃ¼rfen wir Ihre Daten nur dann weitergeben, wenn Sie dem zugestimmt haben.",1
Was müssen Sie dafür unternehmen?,0
Wann kann ich den Führer-Schein abholen?,1
"10 Euro wird berechnet, um einen vorläufigen Personal-Ausweis zu erstellen.",0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich KULTUR-TIPPS Anregungen für das bevorstehende Wochenende Hauptinhalt 07.,0
Bei der Nachsorge-Untersuchung prüft der Arzt: Gibt es neue Krebszellen in Ihrem Darm?,1
Deshalb müssen einige Menschen ihre Häuser verlassen.,1
Und andere Menschen können Schwierigkeiten bei der Verständigung haben.,0
Das Sprungbein befindet sich zwischen den Knöcheln und der Fersen.,0
Die Polizei hat gesagt: Bei dem Feuer wurde kein Mensch verletzt.,1
Sie erteilen einem Dritten eine Bewilligung.,0
Seit Juli 2021 bestehen diverse Covid-19-Restriktionen.,0
"Die Stadt hat Erklärungen abgegeben, dass in Kürze eine weitere Verbesserung des Verkehrsflusses zu erwarten ist.",0
Außerdem erfordert es beträchtliche Summen.,0
Und sie können gut in Dresden leben.,1
"Sie sind aufgefordert, nicht darzustellen, wer den Test absolviert hat.",0
In Ihrem Körper befinden sich immer noch Hormone von dem Verhütungsring.,1
Der Stadtrat von Dresden trat am Donnerstag zusammen.,0
Die meisten Schulen sind derzeit wieder in Betrieb.,0
Aber „Gas“ macht keine normale Musik.,1
2021 14:09 Uhr 00:56 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Die Männer haben seit dem Jahr 2017 ein Geschäft im Darknet gehabt.,1
"(Note: I've kept the same sentence structure and length as the original, while using more formal and idiomatic language. I've also avoided adding new information or altering the meaning of the original sentence.)",0
Ein Gelenk setzt sich zusammen aus zwei Knochen.,0
Quellmittel machen den Stuhl weich.,1
"Die Vorteile eines Verhütungsrings liegen in seiner simplicity, Verfügbarkeit und Zuverlässigkeit.",0
"Das Einkommen von dem Eltern-Teil, bei dem das Kind lebt, wird nicht angerechnet.",1
"Fragen Sie bitte bei der Fahr-Schule, wo Sie den Seh-Test machen können.",1
Sie interessieren sich nach wie vor für die Auswirkungen von Warzen auf den menschlichen Körper?,0
Ihr Arzt kann Ihnen helfen.,1
Ungefähr 8 tausend Fußball-Fans waren dabei.,1
Sie können Ihre Nachsorge auch durch weitere Unterstützungsmöglichkeiten für Ihr Kind ergänzen.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Die 3G-Regel am Arbeitsplatz stellt das Handwerk offenbar vor Probleme.,1
Und geben Sie ihr ein warmes Getränk mit Zucker.,1
Einige Menschen sollten das Genussverbot an Futterzusätzen beachten.,0
"Die Polizei wird angehalten, die beiden Männer rasch in Gewahrsam zu nehmen.",0
Familien-Status bezieht sich auf die Eheschließung.,0
Nur ein Einziger wurde von der Polizei festgenommen.,0
Und sie müssen nicht selten ins Krankenhaus.,0
"Die Parteien, wie die Grünen, die Sozialdemokratische Partei Deutschlands (SPD) und die Linksfraktion, sprachen sich für das Schulgesetz aus.",0
Ab Freitag wird ein beträchtlicher Teil kultureller Institutionen schließen.,0
Und Wolfgang Tiefensee ist der Wirtschafts-Minister von Thüringen.,1
Was ist eine akute Mittelohr-Entzündung?,1
So sparen die Verbrecher viel Geld und Zeit.,1
Und es gab am Montag auch eine Versammlung von den Mitarbeitern.,1
"Achtung: Es wird empfohlen, den Bereich nicht übermäßig lang zu kühlten.",0
Ein Weibchen des Tapirs hat kürzlich ein Nachkomment gebar.,0
Aber solche Ausnahmen sind nur in begründeten Fällen zu entsprechen.,0
Die Einwohner von Genthin exprimieren den Wunsch nach einer verbesserten medizinischen Versorgung.,0
Die Wurzeln des Echten Baldrians können als Medizin genutzt werden.,0
Thüringens letzten Urwaldpfad wurde feierlich eröffnet.,0
Die Anhänger von insgesamt 38 Fußballvereinen haben sich für eine Kundgebung versammelt.,0
"März 2021, Thema: Impfen nach Risiko (Alltagssprache) Dokument vorlesen Artikel ""Berliner Erklärung vom 16.",1
Manche übertreiben oder lügen.,0
Deshalb sagen viele Menschen auch: Das ist ein Kult-Film.,1
Dadurch gibt es viele gefährliche Strahlen.,1
Benutzen Sie deshalb immer unterschiedliche Teller oder Brettchen bei der Verarbeitung.,1
Eine betroffene Person reduziert ihre Menge sehr prompt.,0
Dann ist sie auf dem Lenk-Rad gelandet.,1
Dort gibt es viele junge Menschen.,1
Das ist ein Vertrag zwischen dem Träger-Verein und den Erziehungs-Berechtigten .,1
Bei diesen Anzeichen müssen Sie aber sofort zum Arzt gehen: Sie haben sehr starke Rückenschmerzen.,1
Einige sind schon in Rente.,1
Deshalb gibt es das Höhler-Fest.,1
Zu spezifischen Informationen über den Leistenbruch kann man hier weitere Details aufgreifen.,0
Dieser Artikel wurde bereits 461 mal angesehen.,1
"Oktober 2021, 14:39 Uhr Im Laufe der letzten Wochen ist ein bemerkenswert hoher Anstieg von COVID-19-Fällen in Deutschland aufgetreten.",0
Wir gewähren Einblick in unsere Redaktion – einschließlich Empfehlungen unserer Kollegen.,0
Die Verletzung ist von beträchtlicher Größe.,0
Diese Menschen können sich also nicht selbst schützen.,1
Sie planen gemeinsam das Eröffnungsjubiläum der Landes-Gartenschau für das Jahr 2028.,0
Krampfadern sind Blutgefäße.,1
MDR.DE Service Barrierefreiheit Nachrichten in simpler Formularsprache Ein Toter durch Explosion im Saale-Holzland-Kreis. Neuer Abschnitt Hauptinhalt Stand: 03.,0
Anlaufschmerzen können auch am Fussgelenk auftreten.,0
"Anna ist im Falle von Personen, die unter 13 Jahre alt sind, von der Teilnahme ausgeschlossen.",0
Das können Sie hier am Computer ausführen.,0
Das Planen und Bauen hat nur 3 Jahre gedauert.,1
Die Prüfung machen wir immer dienstags und donnerstags um 9 Uhr und um 10 Uhr.,1
Betroffene Personen entwickeln möglicherweise eine juckende Hautreaktion.,0
Nach dem Prüfen kann der Text das Symbol für normale Schriftdeutschsprache erhalten.,0
Jetzt muss die Polizei noch heraus-finden: Warum die Jugendliche getötet wurde.,1
Wer darf Pfefferminze nicht anwenden?,1
Muss ich Gebühren bezahlen?,1
Sie können ebenso mit Ihrer Kreditkarte oder Debitkarte bezahlen.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR THÜRINGEN - Das Radio | Nachrichten | 25.,1
"Andere Auslöser sind zum Beispiel: Langzeitaufenthalt auf der Toilette, frequentes Durchfall, heftiger Husten, intensives Krafttraining, Übergewicht, Schwangerschaft. Einige Personen haben ein höheres Risiko für erweiterte Hämorrhoiden.",0
Sie können den Giftnotruf jederzeit anrufen.,1
• Wie viele Blut-Proben sie gefälscht hat.,1
Sie glauben: Ich habe vielleicht eine Makula-Degeneration?,1
• Die Luchse sind nicht mehr so stark.,1
Ein Gericht muss nun eine Vielzahl von Fakten klären. Gil Ofarim hat kürzlich vor dem Staatsanwaltssitz in München als Zeuge ausgesagt.,0
Haben Sie Probleme beim Kommentieren oder Registrieren?,1
Der Kern ist flexibel und plastisch.,0
Dabei unterstützt das individuelle Finanzkonzept.,0
Legen Sie den Verhütungsring an einen sauberen Ort.,1
"Zum Beispiel: • Möbel-Geschäfte, • Kleidungs-Geschäfte • oder Buch-Läden.",1
Vier der Frauen befanden sich im Gepäckabteil.,0
Dann überreicht er Ihnen eine amtliche Arbeitserlaubnis.,0
Die Dreimonatsspritze ist einfach anzuwenden: Die Anwenderinnen bekommen alle drei Monate eine Spritze.,1
"Die Frühförderung ist ein Angebot, das sich an junge Kinder und ihre Erziehungsbereiche richtet.",0
Die Agentur für Arbeit veröffentlicht eine Liste.,1
Dafür müssen Sie 25 Euro bezahlen.,1
Möchten Sie weitere Einzelheiten?,0
Am Freitag ereignet sich eine außergewöhnliche Veranstaltung.,0
2021 13:52 Uhr 01:23 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Die Knochen wurden von Fach-Leuten von der Polizei untersucht .,1
"Der neue Bereich ""Sachsen-Anhalt"" auf MDR.de präsentiert die Sportler des Jahres. Im Fokus stehen herausragende Leistungen und Erfolge in verschiedenen Disziplinen, darunter auch jüngere Talente und etablierte Spitzenathleten aus Sachsen-Anhalt.",0
"Alle Personen, wessen Freiheit verwehrt wurde, sind nach Achtung ihrer menschlichen Rechte zu behandelnden.",0
"Sie müssen persönlich zu uns kommen, wenn Sie ein Kurz-Zeit-Kennzeichen brauchen.",1
Bitte wenden Sie sich an den Anrufbeantworter.,0
"November 2021, 14:07 Uhr Leipzigs zoologischer Garten ist ein bedeutender Tierpark.",0
"Und einige Menschen müssen auch auf eine intensivmedizinische Station verlegt werden, da sie sehr erkrankt sind.",0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Ein Mann im Saale-Holzland-Kreis ist bei einer Explosion gestorben Hauptinhalt Stand: 03.,1
Zum Beispiel: Den Vornamen und Nachnamen.,1
Wenn Sie das Kind nach der Geburt selbst betreuen .,1
Mehr Informationen über Corona-Tests finden Sie hier .,1
Der Arzt untersucht auch die Leiste.,1
Aber sie lassen sich nicht ganz so leicht benutzen wie die anderen.,1
In Europa werden diese Echsen nur sehr selten in Zoos geboren.,1
Ein Magengeschwür ist eine beschädigte Stelle in der Magenschleimhaut.,1
"Neuer Abschnitt MDR Fernsehen Dienstag, den 9. September.",0
Sie haben eventuell dieser Art von Handlungen nachgegangen: Ihnen wurde möglicherweise eine Falschzertifikationspraxis vorzuhalten.,0
Es gibt auch verschiedene Checklisten.,1
Achtung: Dieser Link führt aus unserem Einfache-Sprache-Angebot heraus.,1
Kurkuma regt nämlich die Leber an.,1
In den letzten Jahren hat sich der Absatz von Opel-Fahrzeugen erheblich verringert.,0
"Für Kinder und Jugendliche mit seelischen Behinderungen sowie für Kinder und Jugendliche mit geistigen, körperlichen oder sensorischen Behinderungen.",0
"Die Corono-Wocheninzidenz in Sachsen lag am Mittwoch bei 200, laut den Ausführungen des Robert-Koch-Instituts.",0
"Zu diesem Zweck benötigen wir von Ihnen den Antrag auf das Werkstättenbudget (WBS), der im allgemeinen Sprachgebrauch formuliert ist.",0
Das hat eine beträchtliche Zeitaufwand erfordert.,0
Und 1 Politiker aus der AfD muss als Stellvertreter arbeiten.,1
"wahrnehmungs- (informative, edukative, emotionale), handlungs- (z.",1
Die Mitarbeiter von der KZ-Gedenkstätte haben dann dem Mann ein Haus-Verbot gegeben.,1
Zu diesen Krankheiten gehören zum Beispiel: Reflux-Krankheit.,1
Dort kann man sich gegen das Coronavirus impfen lassen.,0
Typische Beschwerden sind dann zum Beispiel: Erschöpfung Fieber Kopfschmerzen Gelenkschmerzen Muskelschmerzen Schwellung der Lymphknoten Haarausfall Die Beschwerden im 2.,1
"Nur 200 Händler haben das Recht, ihre Waren auf dem Zwiebelmarkt in Weimar auszustellen.",0
Was brauche ich fÃ¼r eine Melde-Bescheinigung?,1
Januar 2022 | 20:00 Uhr HIER KÖNNEN SIE DIESE NACHRICHT AUCH IN SCHWERER SPRACHE LESEN: Nach zwei Jahren soll die umgebaute Friederiken-Therme in Bad Langensalza im Sommer komplett fertig sein.,1
Therapie Die Ursache ist Morbus Basedow?,1
Oder Sie hatten Kontakt zu einer an Covid-19 erkrankten Person?,1
"Wir suchen Sie als Manager*in für Communication Controlling & Digital Analytics bei #Ottocomms, um die Unternehmenskommunikation von Otto auf allen Kanälen zielfernd und mit geeigneten Inhalten präsentiert zu haben.",0
Sie macht auch die Öffentlichkeits-Arbeit.,1
Und die Menschen können sich das Bild in diesem Museum ansehen: Herzogliches Museum.,1
Dort werden zum Beispiel Zeitungen gedruckt.,1
Bei Blasenkrebs wächst ein Tumor in der Blase.,1
Conrad Clemens ist der Kultus-Minister .,1
Das Planetarium erhält beispielsweise neue Projektionsgeräte und moderne Leuchtdiodes.,0
Bakterien sind Krankheitserreger.,1
Dann können Sie sich direkt an die Vermieterin oder den Vermieter wenden.,0
Ein besseres Produkt können die Kunden besser gebrauchen.,1
Sie können keine Kopie von Urkunden und Übersetzungen abgeben.,1
Beim Besitz von drei Waffen traten Schwierigkeiten auf.,0
"Vorher muss man immer schauen, ob alles frei ist.",1
"Neuveröffentlichung eines Nachrichten-Audios in leichter Sprache auf MDR Fernsehen am Dienstag, den 23. November.",0
So können keine scharfen Kanten oder unangenehme Begrenzungen auftreten.,0
Dort kümmern sich jetzt mehr Mitarbeiter um die Corona-Patienten.,1
Deshalb ist dem Behinderten-Beauftragten Kultur-Politik sehr wichtig.,1
Sie benötigen medizinische Aufsichten auf den Intensivstationen.,0
Deshalb müssen sich alle Menschen in Gesundheits-Berufen mit dem Thema Behinderung beschäftigen.,1
"Andere Personen äußern Aphorismen, die sexualisierte Inhalte behandeln.",0
Kinder unter 14 Jahren müssen sich aber nicht daran halten.,1
Dann beachten Sie: Die schmerzlindernde Wirkung tritt erst nach mehreren Wochen ein.,1
"Es gibt zwei mögliche Wege, eine solche Lösung zu erreichen.",0
Es existieren etwa sechs Milliarden Wild-Katzen in Deutschland.,0
"Durch die Arteriosklerose (ASS) verliert das Blut jedoch die Fähigkeit, sich so effizient zu verwegen.",0
Es gibt eine Vielzahl von Kinderwunsch-Apps.,0
"Aber sie streben danach, denselben Lohn zu erhalten, als wären sie 38 Stunden pro Woche tätig.",0
"Der Mindestabstand sollte laut den geltenden Regeln mindestens 1,50 Meter betragen.",0
Ätherische Öle sind Phytopharmaka.,0
Die Ursache bleibt jedoch unbekannt.,0
Kommunizieren Sie direkt mit dem Betroffenen.,0
Dazu gehören zum Beispiel bestimmte Arten von Zucker oder Gluten.,1
Eine Online-Petition wird im Internet gemacht.,1
Mit einer Betreuungs-Verfügung können Sie selbst bestimmen: Wer Ihr gesetzlicher Betreuer oder Betreuerin wird.,1
Oder das Lippenherpes-Virus darf sich nicht ausbreiten.,1
Dabei machen sie zum Beispiel verschiedene Sachen kaputt.,1
"L-Thyroxin wird in Form von Tabletten und Tropfen angeboten. Es ist jedoch ratsam, vorher mit einem Arzt zu sprechen, wenn Medikamente eingenommen werden sollten.",0
Paris ist die Hauptstadt von Frankreich.,1
Jede Form von Diskriminierung verhinderen und eliminieren.,0
"Wir überprüfen nach Erhalt Ihrer Meldung zur Wohnung, ob sie für eine Nebenwohnung in Frage kommt.",0
"Einige Winzer in Zscheiplitz beabsichtigen, einen speziellen Weintyp zu produzieren.",0
Direkt an der U-Bahnstation Mohrenstraße.,1
Trinken Sie moderat Alkohol.,0
Die Gruppe entwickelt Leitlinien für die Bürgereinbeziehung.,0
Das Bundesarbeitsministerium und die Krankenkassen der gesetzlichen Krankenversicherung haben nur marginalen Einblick in das konkrete Versorgungsgeschehen.,0
Dann können Sie sich dieses Video ansehen: Was sind die wichtigsten Hinweise zur Verwendung von Paracetamol?,0
309 vom 16.,1
Das Blut circuliert durch die Gefäße im Körper.,0
Und an der Gemeinschafts-Schule können die Kinder verschiedene Schul-Abschlüsse machen.,1
Sie brauchen dazu: Ihren Personal-Ausweis oder Reise-Pass eine beglaubigte Kopie von Ihrem Ehe-Register Beglaubigt heiÃt: Ein Amt bestÃ¤tigt: Die Urkunde oder ein anderes Papier ist richtig und echt.,1
Vielen Bürgern in Pirna gelten diese Werte als höchst relevant.,0
Eine Kopie befindet sich in seinem Handgepäck.,0
"Bei einer Knieverletzung ist das obere Gelenk im Allgemeinen diejenige Stelle, an der ein Sprunggelenksbruch auftritt.",0
Das bedeutet: Sie sind während der Operation wach.,1
"Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache lesen: Der Sturm ""Ignatz"" hat in Mitteldeutschland erhebliche Schäden verursacht, insbesondere durch Stromausfälle und Verkehrsbehinderungen.",0
So können Menschen mit Bluthochdruck den Blutdruck senken.,1
Und senden Sie diesen Brief an uns.,0
"Der neue Bereich ""Kultur-Nachricht"" auf MDR.de bietet am Freitag Tipps für das Wochenende. Hauptinhalt: 05.",0
"(Note: I've followed the guidelines and transformed the simple sentence into a more natural, idiomatic German sentence. The meaning and facts remain unchanged.)",0
Sie überschreiten das Gewicht von 90 Kilo.,0
"Für diesen Hundesorten müssen Sie eine Prüfung durchführen: für aggressivere, größere oder speziell anerkannte Rassen.",0
Welche Angaben über die Person müssen Sie im Antrag machen?,0
Wenn sich bei Ihnen ein Veränderungsanlass auftreten sollte: Dann sollten Sie uns unverzüglich eine Mitteilung zustellen.,0
Wir können Ihnen nur Termine von 14 Uhr bis 15:30 Uhr anbieten.,1
Wichtig: Die Beglaubigung einer Kopie erfordert eine offizielle Bestätigung.,0
Achtung: Unvorhersehbare Interaktionen können potentiell bedenkliche Konsequenzen haben.,0
"Wenn Sie Elternbeiträge zahlen müssen, können Sie das Geld von Ihrem Girokonto überweisen.",0
Es wird ein unterhaltsamer irischer Spielfilm präsentiert.,0
Der Arzt hat das Bedarf an einer erneuten Durchführung des Verfahrens im Allgemeinen innerhalb eines Jahres.,0
Man unterscheidet zwischen weißem und schwarzem Hautkrebs.,1
Wer kann meine Papiere Ã¼bersetzen?,1
Aber Asthma kann sich in der Regel gut therapieren.,0
Die untere Schicht heißt Zahnmark.,1
Die Polizei war am Morgen landesweit im Einsatz: Auf mehreren Autobahnen gab es Behinderungen und Unfälle.,1
Das Europäische Parlament hat wichtige Aufgaben in der EU.,1
Wegen der Geschlechtszugehörigkeit eines Menschen.,0
"Dann schlagen Sie vor, wo Sie den Heirats-Termin haben wollen.",1
Sie können in den Anwendungen Daten zu Ihrer Migräne ablegen.,0
Husten und Niesen Sie in die Armbeuge oder ein Taschentuch.,1
Der Arbeitgeber darf die Bewerber und Bewerberinnen bestimmte Sachen nicht fragen.,1
Ein einstimmiger Beschluss (…) für die Annahme des Entwurfes (…) konnte aufgrund einer Gegenstimme nicht erreicht werden.,1
Sie konnten sich dort ausruhen.,1
Zum Beispiel: Infos zur Staats-AngehÃ¶rigkeit Staats-AngehÃ¶rigkeit bedeutet: Dass eine Person zu einem bestimmten Land gehÃ¶rt.,1
Wenn die Leute die Firma gut finden: – Dann sagen sie das zum Beispiel anderen Leuten weiter.,1
"Die Polizei sollte in der Lage sein, den Zugriff auf alle Kommunikationsformen von Verdächtigen zu erlangen: das Zuhören, wenn sie per Telefon kommunizieren, das Mitlesen von SMS und die Überwachung von WhatsApp-Nachrichten.",0
Sie müssen den letzten Bericht vom TÜV zeigen.,1
Nicht genug Personen sind gegen das SARS-CoV-2-Impfstoff geimpft.,0
"Der MDR DE Service bietet eine Barrierefreiheitsanwendung, um Nachrichten in leichter Sprache zu präsentieren. Ein neuer Abschnitt ist in Suhl entstanden, nachdem ein Mann mit einer Armbrust geschossen hat. Stand: 15.",0
Dann können Wechselwirkungen entstehen.,1
Tausende von Haushalten waren von der Krise betroffen.,0
KL Das Zeichen 1KL bedeutet: 1.,1
Sie können Ihre Ehe dann durch eine deutsche Urkunde nachweisen.,1
Das war jedoch der Halbmarathon.,0
Knochengewebe kann sich unter Druck oder Verletzung bruchähnlich verhalten.,0
Ballaststoffe finden sich insbesondere in Obst und Gemüse.,0
Drucken Sie bitte nach dem Ausfüllen die Erklärung aus.,1
Dann macht Alkohol gute Laune.,1
Frauen tragen statistisch gesehen öfter einen Fersensporn als Männer.,0
Oder eine Person hat viel Blut verloren?,1
Mehr Informationen dazu bekommen Sie im Kunden-Zentrum.,1
Deshalb gab es für diese Menschen Hilfe von Fach-Leuten .,1
Wir betrachten unser Selbstbild.,0
Im Dezember gelten für Ungeimpfte strengere Regeln im Einzelhandel sowie bei Kontakten.,0
Dazu brauchen Sie eine Vollmacht .,1
Die Brücke muss nicht für den ganzen Verkehr gesperrt werden.,1
Dort ist die Anlage bereits abgeschlossen.,0
Aber manchmal können sich die Divertikel entzünden.,1
In Zwickau wurde am Dienstag das Andenken an die Opfer des Nationalsozialistischen Untergrunds (NSU) geehrt.,0
Die Betreuer und Betreuerinnen unterstützen alle Menschen im Haus.,1
Diese strengeren Corona-Regeln gelten in ganz Deutschland ab dem 28.,1
Google kann all diese Informationen zusammen speichern.,1
"Wir betreuen mehr als 500 Menschen mit Behinderung: Erwachsene, Kinder und Jugendliche.",1
Der Arzt kann bei Schlüsselbeinbrüchen in manchen Fällen eine konservative Therapiestrategie anwenden.,0
Dann sollten Sie Ihre Kinder sorgfältig gegen Überexposition zu schützen berücksichtigen.,0
Lesen Sie bitte den Begleitpapier zum Arzneimittel.,0
Sie müssen die erforderliche Dokumentation zum Kunden-Zentrum bringen.,0
Das Blut fließt durch die Blutgefäße durch den ganzen Körper.,1
2025 13:18 Uhr 03:38 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Mehr als 20 tausend Menschen haben bei der Umfrage mit-gemacht.,1
Wir verfügen über einen bedeutenden Sitzbestand in Deutschland.,0
Achtung: Brausetabletten enthalten viel Natriumcarbonat.,1
Deshalb haben praktisch alle Schüler heutige Rücksicht auf die Schulpflicht gezeigt und sind daher in die Schule zurückgekehrt.,0
Diese Menschen werden als Wechselbeziehungen bezeichnet.,0
Manche Dinge erhöhen das Risiko für eine Divertikulitis.,1
Diese Menschen haben eine enge Verbindung zu Patienten mit Schlaganfällen.,0
Dann können Sie sich für eine alternative Terminzeit entscheiden.,0
Sie können dem Körper Schäden zufügen.,0
Dort wird das Impfzentrum heute geschlossen.,0
"Aber sie können , wenn sie wollen.",1
Die Lebenshilfe Main-Taunus hält sich an einen wichtigen Vertrag.,1
Bestimmte Medikamente schwächen die Magen-Schleimhaut.,1
Es ist nur eine kleine Fläche verbrannt?,1
"(Note: I've used W2 to replace ""Ihnen"" with a more general term, and W5 to replace ""schwindelig"" with a more formal synonym)",0
"2021 war das Jahr, in dem einige Städte ihre Weihnachtsmärkte bereits im November eröffnet haben.",0
Das Wettkampfzentrum des Biathlon-Verbandes .,0
Dann kommt es zu einer Abwehrreaktion des Körpers.,1
Wir sagen jetzt immer: Ehe .,1
Eine chronische Magenschleimhaut-Entzündung wird in drei Typen eingeteilt: Typ A Typ B Typ C Bei Typ A liegt wahrscheinlich ein Fehler im Abwehrsystem des Körpers vor.,1
Als Beleg kann man sein Fluggastticket vorzeigen.,0
"Die Menschen können zum Beispiel Theateraufführungen besuchen, sich in Ausstellungen umsehen oder bei Literaturlesungen lauschen.",0
Die Polizei hat auch gesagt: Die Demonstrationen waren nicht angemeldet.,1
Die Polizistin hat einen falschen Namen und eine falsche Adresse auf die Briefe geschrieben.,1
Die Mandeln können sich entzünden. Normal: Die Prostata kann entzündet sein.,0
"Die Polizeibehörde in Sachsen verfügt über bestimmte Angelegenheiten nicht mehr. Ihr Leiter, Präsident Horst Kretzschmar, ist bekannt.",0
"Um Infektionen möglichst rasch zu erkennen, ist es erforderlich, dass jeder Teilnehmer regelmäßig PCR-Testungen durchführt.",0
Zum Beispiel: - der genaue Name vom Handy oder vom Computer - der Name vom Telefon-Anbieter - die Telefon·Nummer.,1
Wenn Sie an einer psychiatrischen Erkrankung leiden.,0
Manchmal treten Krankheitserreger aus dem Rachenvorhof in das Mittelohr ein.,0
Ihr Arzt sagt Ihnen: Diese Medikamente können Sie weiterhin nehmen.,1
So schützt die Schleimhaut die Nebenhöhlen vor Krankheitserregern.,1
Auch Patienten mit einem immunschwachen System können regelmäßig von einem Grindelhörnchen befallen werden.,0
