sentence,label
2025 11:50 Uhr 01:59 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Deshalb gibt es noch keinen neuen Ober-Bürger-Meister.,1
Hier können Sie diese Nachricht auch in anspruchsvollerer Form abrufen. Ab November werden Schülern und Schülerinnen in Dessau-Roßlau das Nutzungsrecht an den kommunalen Verkehrsmitteln gewährt.,0
Damit sich alle auch politisch beteiligen können.,1
"Der Kinderfreibetrag beträgt 51 Euro pro Jahr für Mindestalterkinder bis 18 Jahre, die kein Einkommen haben.",0
Oktober bis zum 10.,1
Was kann man bei einem Hautkropf unternehmen?,0
"Wenn sie wissen, wo der Mann sich aufhält.",0
"Die MDR.DE Service Barrierefreiheit präsentiert Nachrichten in leichter Sprache. Ein neuer Bereich wird von der Zug-Gesellschaft Abellio vorgeschlagen, wonach möglicherweise bald keine Züge mehr fahren Hauptinhalt Stand: 08.",0
Und es existiert eine Mikropille.,0
Ein Tumor ist eine Geschwulst der Schilddrüse.,0
Sie ordern den Heiratsurkundenabschluss im Internet mittels unseres Dokumentenservice.,0
Das ist eine Straf-Tat .,1
Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache lesen. Zwischen Mai 2020 und April 2021 hat sich in den sächsischen Wäldern ein beachtliches Geburtserfolg von mindestens 87 Wolfswelpen ereignet.,0
Legen Sie sich bitte nicht an den Besitzer des Bettes.,0
"Er hat sich verpflichtet, Deutschlands Schutz zu garantieren.",0
Neuer Abschnitt MDR FERNSEHEN Mi 17.11.,1
So leisten Sie Erste Hilfe bei geschlossenen Brüchen: Ein Kühlpaket wird in ein Tuch eingeschlagen.,0
Am Samstag findet die letzte Kino-Vorstellung dieses Jahres statt.,0
"Sehr viele Frauen, einige Männer und eine Vielzahl von Menschen unterschiedlichen Geschlechts haben von sexualisierten Gewalttaten erzählt, an denen sie selbst beteiligt waren.",0
Und wer kann mir helfen?,1
Viele bekannte Menschen wurden eingeladen.,1
Das Schild können Sie nicht bei uns kaufen.,1
"Die Sportler des Jahres wurden von Mitteldeutscher Rundfunk präsentiert. Zu ihnen zählt Anja Adler, eine prominente Sportlerin aus dem Sport-Verein Halle.",0
Im Gondwanaland sind in kurzer Zeit 14 Vögel gestorben.,1
"Darinen finden sich Informationen darüber, wie Sie Ausweise für Kinder beantragen können.",0
"Die Deutsche Bank überprüft, ob die Vorschriften erfüllt werden.",0
Die Zähne sind empfindlich auf thermische Reize reaktiv.,0
Sie hatten bereits Brustkrebs?,1
Ohne Lächeln oder gerunzelte Stirn.,1
"Er erfährt nur, was er vermutlich schon weiß oder was auf dem Dienstwege zu ihm kommen muss, nicht aber, was von ihm erwartet wird und was er erwarten kann.",1
"Aber wenn eine neue Brückenbauvorhaben auf den Weg gebracht wird, übernimmt der Bund die Verantwortung für die notwendigen Finanzmittel.",0
Das haben auch bereits über 1000 Personen vollbracht.,0
Und er hat wahrscheinlich Waffen für die Terror-Gruppe besorgt.,1
Der Pass ist höchstens für Kinder bis 16 Jahre gültig .,1
Sie besitzen diverse Professionen.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Gil Ofarim hat einen Mitarbeiter vom Hotel Westin angezeigt Hauptinhalt Stand: 14.,1
Das Foto sollte gegenwärtig hergestellt worden sein.,0
Deshalb können unerwünschte Konsequenzen auftreten.,0
Mobilitäts-Hilfe ist ein schweres Wort.,1
Dabei hilft ihm der Arzt.,1
Dann kann ein Apotheker die Kapseln in der Apotheke füllen und zusammenstecken.,1
"Wie sicherer die Reisepässe sind Wir möchten, dass die Reisepässe sicheren sind.",0
"Sie können keine Offizinsekopie bereitstellen, die nicht authentifiziert ist.",0
Oder der Alkohol hat den Körper des Patienten stark geschädigt?,1
Eine Tetanus-Impfung kann Sie gegen die Erreger schützen.,1
"Oder man kann: sich musikalisch betätigen, zeichnen und sich produktiv betätigen, trainieren und sich entspannen.",0
Hier können Sie diese Nachricht auch in anspruchsvollerer Form lesen: Sächsischer Reparaturbonus bleibt mit entsprechenden Finanzmitteln verfügbar.,0
Sie übertragen die Messwerte automatisch an die Praxis.,1
"Dezember 2021, 17:31 Uhr Das Bundes-Land Sachsen hat eine Grenze mit dem Land Polen.",1
Dort hat das SEK am Dienstag einen Einsatz wegen einem Mann mit einer Waffe gemacht.,1
Einige Ausstellungsstücke der Ausstellung sind erstmals öffentlich ausgestellt.,0
Übergewicht ist die Ursache der Fettleber?,1
Die Gebärmutter-Schleimhaut lässt sich an diesen Stellen nicht ablösbar aufreinigen.,0
Hinweis: Wunden können sich schnell entzünden.,1
Das schwere Wort dafür ist: Personal-Ausweis-Pflicht .,1
Deshalb akkumulieren sich Flüssigkeiten und Mineralstoffe im Darm.,0
Dann heilt sie oft von selbst.,1
Omikron und Infektionsschutz Ungeimpfte Senioren im Fokus Gesundheitsminister Lauterbach warnt vor Leichtsinn angesichts der Omikron-Welle.,1
Aber einige Stressfaktoren können den Prozess sogar fördern.,0
Der Tumor ist sehr groß?,1
Das Trink-Wasser wird regelmäßig geprüft.,1
Es gibt Toiletten fÃ¼r Rollstuhl-Fahrer und Rollstuhl-Fahrerinnen.,1
Darin gibt es Gutscheine: • Von 1 Euro • bis 5 Euro.,1
Auch Faschisten traten in das Geschäft ein.,0
Die Signatur des Kontoinhabers.,0
Halten Sie bitte einen sozialen Abstand von circa zwei Metern zu anderen Menschen ein.,0
Was macht der Behindertenbeauftragte der Bundesregierung?,1
Manchmal können Antibiotika trotzdem Nebenwirkungen haben.,1
Und es gibt neue Gesetze zum: Anmelden von Ihrem Wohn-Sitz Ummelden von Ihrem Wohn-Sitz Abmelden von Ihrem Wohn-Sitz Dazu mÃ¼ssen Sie jetzt immer 1 BestÃ¤tigung vom Vermieter oder der Vermieterin abgeben.,1
Teufelskralle ist eine Heilpflanze.,0
Haben Sie auch Durchfall?,1
"Bevor Sie den Antrag auf Einbürgerung stellen, rufen Sie bitte zur Beratung das Beratungs-Büro an.",1
"(Note: I've kept the same sentence structure and length as the original, while using more formal and idiomatic language. I've also avoided adding new information or altering the meaning of the original sentence.)",0
Der Bandscheibenvorfall tritt am häufigsten an der lumbalen Wirbelsäule auf.,0
Die Liste gilt für Sie nur: • Wenn Sie beide deutsche Staats-Angehörige sind.,1
"Manche Personen mit Herz- oder Nierenerkrankungen sollten bestimmte Mengen an Getränken konsumieren, um Gesundheitsrisiken zu minimieren.",0
Und wie viel Geld sie mit-genommen haben.,1
Und er ist nun der neue Bürgermeister von Kamenz.,0
Ein persönliches Gespräch ist von entscheidender Bedeutung.,0
Der Patient muss sich einer Bluttransfusion zugestimmt haben.,0
"Unsere neutral platzierte Plattform ermöglicht kleinen Turnier-Organisatoren, ihre Esports-Statistiken auszutauschen und zu monetarisieren. Außerdem plant das Unternehmen, weitere Unternehmen zu unterstützen.",0
Denn verschiedene Ämter haben die Menschen gewarnt : In einigen Talsperren und Seen sind Blau-Algen im Wasser.,1
Oder Sie bekommen eine Anzeige .,1
Er hat gesagt: Wegen den Mord-Drohungen denkt die Polizei: Die Menschen wollen vielleicht wirklich Michael Kretschmer töten.,1
"Wie können wir Texte schreiben, in denen alle Geschlechter vorkommen?",1
Und die Lunge vernarbt vielleicht nicht.,1
Oder der Arzt findet zufällig Anzeichen für Krebs im Blut der Person.,1
Sie sollten früher zur Früherkennung gehen.,1
"Neuer Abschnitt Nachrichten-Audio in leichter Sprache MDR Fernsehen Mittwoch, den 5. Januar.",0
"Anna ist dazu ermächtigt, eine Begleitperson zu akkompagnieren.",0
Darüber muss sie dann ständig mit den Betriebsleitern verhandeln.,0
Wir wollen alle bösen Seiten im Internet verbieten.,1
Der Arzt berät Sie.,1
Das Verhütungsmittel kann für eine Dauer von bis zu drei Jahren im Arm verbleiben.,0
"Die wichtigsten Organe sind: das Gehirn, das Herz und die Lunge.",1
Der Mensch wurde zur Polizei gebracht.,1
"Sollte es aber nötig sein, die Hilfen erneut zu verlängern, um das Überleben hart betroffenen Betriebe zu sichern, dann werden wir in der Bundesregierung die Gelder hierfür bereitstellen“, zitierten die Zeitungen der Funke Mediengruppe den Grünen-Politiker am Samstag.",1
"Gespräche müssen zu uns kommen, um ein Informationsgespräch durchzuführen.",0
Deshalb kann man vielleicht eine Wölbung am Hals sehen.,1
"MDR.DE Service - Barrierefreiheit - Nachrichten in leichter Sprache - Neuer Bereich. Bei Opel wird die Automobilproduktion für eine bestimmte Zeitspanne ausgesetzt, Stand: 01.",0
Dann kann sich die Wunde entzünden.,1
Sie glauben: Ich habe vielleicht Krampfadern?,1
Dann gehen die Sirenen an.,1
"Diese Schüler müssen sich sodann von den Mitschülern trennen, damit sie diese nicht infizieren.",0
Dann drucken Sie den Antrag aus.,1
Bei der Autoimmunreaktion wird die Perineuriumhülle um die Nervenbahnen geschädigt.,0
Die betroffene Person macht vielleicht pfeifende oder brummende Geräusche beim Atmen.,1
Der Mundschutz deckt die Nasenöffnung nicht ab.,0
"Die junge Generation äußert sich auch dahingehend, dass die Bundesregierung beträchtliche Anstrengungen unternimmt, um die Interessen älterer Menschen zu fördern.",0
Die Beschwerden erheben sich jedoch meist bald wieder.,0
"Unsere neutrale Plattform bietet auch kleineren Turnier-Organisatoren die Möglichkeit, ihre Esports-Daten zu distribuieren und monetarisieren.“ Die Firma will mehr für andere Firmen arbeiten.",1
Er ist der zuständige Sprecher für die Bundesregierung.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Sachsen Im Vogtland gibt es jetzt ein neues Zentrum für Brand-Schutz und Katastrophen-Schutz Hauptinhalt 09.,1
Sie können aber auch direkt beim Anbieter nachfragen.,1
Die Anzeichen für Lungenkrebs sind nicht immer unmissverständlich.,0
"Kinderreise-Pässe: leider liegen keine Daten zum Stichwort ""K"" vor.",0
Aber in diesem Jahr haben die Unternehmen einen geringeren Umsatz erzielt.,0
Und es klappt!,1
Sie entwickelt ihre Gedanken autonom.,0
Und zur Sicherheit können Sie die Parameter zwischen den Messungen mittels eines Blutdruckmessgeräts überprüfen.,0
• Sie betreiben zum Beispiel eigenständige Unternehmen.,0
Haben Sie eine Behinderung ?,1
Anna möchte ihre Auszeit verlängern.,0
Außerdem sind die Akten erst sehr spät bei der Untersuchungs-Gruppe angekommen.,1
Achtung : Kinder dürfen nicht mit ätherischen Ölen inhalieren.,1
"Hier sind einige aufgelistet: Er informiert über Gesetze, Er macht Vorschläge für Änderungen bei Gesetzen, Er spricht über Möglichkeiten für Menschen mit Behinderung: Wie sie gut leben können und eine gute Arbeit haben.",1
"Es wird empfohlen, ein ausgewogenes Ernährungsschema zu befolgen, das reich an Jod und Selen ist. Eine regelmäßige körperliche Aktivität und eine gesunde Gewichtsregulierung können ebenso zu einer Verhinderung von Schilddrüsenüberfunktionen beitragen.",0
"Sie streben an, allenthalben Zugehörigkeit zu erlangen, wie z.B. innerhalb von Bildungsinstitutionen, im Berufsleben oder in politischen Entscheidungsprozessen.",0
– Was tut sich in unserem Geschäft und bei den Kunden?,1
Auch dann kann das Gelenk leichter instabil werden.,0
Hat Ihr Besuch keine deutsche Staats-Bürgerschaft oder europäische Staats-Bürgerschaft ?,1
"Darum wünschen sie sich: • Mehr Polizei oder Sicherheits-Kräfte in der Stadt, • helle Straßen-Lampen, • Kameras an vielen Orten, • Telefone für Not-Fälle • und Helfer- Teams , die aufpassen.",1
Anna lehnt eine religiöse Zugehörigkeit ab.,0
Dort kann ein Erreger eine Infektion auslösen.,0
"Schreiben Sie zum Beispiel auch auf, ob Sie Schmerzen haben?",1
"(Note: I've used W2 to replace ""unter 20 Jahre alt"" with a more general term ""jungere Generation"")",0
Wer darf ein Verhütungsstäbchen nicht anwenden?,1
"Studienplätze für Landärzte. Nahezu 200 Anwärter haben sich beworben, damit sie den Beruf des Landarztes erlernen können.",0
Sie und Ihr Lebensgefährte oder Ihre Lebensgefährtin werden zu uns ins Standesamt einladen.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN-ANHALT – Das Radio wie wir | 29.,1
Der MDR DE-Service informiert über Barrierefreiheit: In den kommenden Wochen werden im neuen Bereich Sachsen an der Brücke in Bad Schandau Verkehrsbegrenzungen auftreten.,0
"Die Firma ""TÜV Nord Systeme"" überwacht die Situation erneut.",0
Nehmen Sie Loperamid nicht mehr als zweitägig andauernd.,0
Termin bekommen Sie dann das Ergebnis.,1
"Sie begehen öfter den Fehler, direkt in die Sonne zu schauen, ohne ihre Sonnenbrille?",0
Diesen Menschen sollten Sie uneingeschränkt vertrauen.,0
An die Bewohnerinnen und Bewohner der Wohnanlage Othmarscher Kirchenweg 6 + 8 + 8a (…) Der Brief geht an alle Leute von dieser Adresse: Othmarscher Kirchenweg 6 + 8 + 8a Entfernung privater Spielplatzgeräte Die Spiel·Sachen müssen weg.,1
Die Entzündung am Zahn kann sich schwere Auswirkungen zueignen und zu einem Risiko für weitere Krankheiten führen.,0
In dem Haus finden sich vielfache Kulturausflug-Angebote.,0
In einem medizinischen Einrichtungskomplex.,0
"Der Arzt diagnostiziert eine Hypotonie, falls der Blutdruck zu niedrig ist.",0
Und dann darf man es auch nicht so nennen.,1
Das bedeutet: Diese 21 Personen haben keinen Zutritt mehr zum Hauptbahnhof in Leipzig.,0
In der Ausstellung können die Besucher ungefähr 50 Bilder von Karl Hofer sehen.,1
Ein Reizdarm-Syndrom kann verschiedene Beschwerden verursachen.,1
Oder Sie können sich an einem unserer weiteren Standorte in Köln wenden.,0
"November 2021, 14:55 Uhr Die deutschen Abgeordneten besitzen Immunität.",0
Dann sollte man die Kontrazeptivepille unverzüglich einnehmen.,0
Antivirale Medikamente helfen vor allem in der ersten Phase der COVID-19-Erkrankung.,1
Dann strahlen in der Leipziger Innenstadt viele Beleuchtungseinrichtungen.,0
Dann sprechen Sie unbedingt mit Ihrem Arzt.,1
Diese Wohnungen erhalten staatliche Unterstützung.,0
Sie kann jedoch auch an der Schulter oder dem Hals entstehen.,0
Zum Abholen müssen Sie nicht persönlich kommen.,1
"Wenn Pfefferspray in die Augen injiziert wird, führt dies zu einer starken Schmerzempfindung.",0
Übelkeit während der Chemotherapie Eine Chemotherapie ist eine Behandlung gegen Krebs.,1
Zum Ausfüllen eines Formulars wird gebeten.,0
Schneiden Sie die Nägel nicht allzu kurz.,0
"Die Konto-Daten, die Sie für den bestimmten Zweck benötigen: IBAN DE89 3705 0198 0093 1329 75, BIC COLSDE33XXX, Verwendungszweck Buchungsstelle 9709.000.1230.7.",0
In der Wunde im Knoten befindet sich ein Abszeß.,0
Das bedeutet: Kein Mensch darf dort hin-gehen.,1
Deshalb wird der menschliche Körper ein erhöhtes Mengen an Magensäure gebildet.,0
Aber die Umhüllung kann spontan entflammen.,0
Oder besondere Organisationen.,1
"Zum Beispiel: • Weil er andere Menschen bedroht hat, • weil er andere Menschen beleidigt hat • und weil er verfassungs-feindliche Zeichen gezeigt hat.",1
Sie können das Kennzeichen nur für ein Fahrzeug verwenden.,0
Oder Sie können eine E-Mail schreiben.,1
"Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache einsehen, seit Montag gilt in Sachsen eine Coronavirus-Notfallverordnung.",0
Auch passives Rauchen erhöht das Risiko für Blasenkrebs.,1
Die betroffene Person fühlt sich schwindelig.,1
Was sind die Ursachen einer gutartigen Prostata-Vergrößerung?,1
"Kinderbetreuungsangebote für das erste Jahrzehnt (bis zum sechsten Lebensjahr) bieten Kurzzeitpflegesätze für Kinder an, wobei die Ergebnisse in der Kategorie ""K"" leider keine Daten enthalten.",0
Oder überziehen Sie Einmal-Handschuhe.,0
Füllen Sie keine aufgeheizten Flüssigkeiten in Wärmbehältern.,0
Kurkuma kann die Schmerzen lindern.,1
"Hier können Sie diese Nachricht auch in schwerer Sprache lesen Die Sieben-Tage-Inzidenz in Sachsen gibt das RKI am Dienstag mit 29,3 an.",1
Und es gibt viele andere tolle Leute in Sachsen.,1
Die Therapie mit Creme verläuft in der Regel über einen Zeitraum von etwa 7 Wochen.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Deutschland Die Triage-Regel aus der Corona-Zeit darf es nicht mehr geben Hauptinhalt 05.,1
"Die Kanzlei strebt danach, weitere Spender zu gewinnen.",0
"Das Überprüfen, ob Ihr Kind Deutsch sprechen lernt, ist kostenfrei.",0
Deshalb ähneln die Anzeichen den Symptomen einer Grippe oder Erkältung.,1
Die anderen Organe erhalten nicht ausreichend Sauerstoff.,0
Welche Geburts-Urkunden gibt es?,1
"Denkmäler, Kirchen, Museen, Burgen und andere besondere Häuser dienen als Ausdruck einer Kultur und Erinnerung an die Vergangenheit.",0
"Neuer Abschnitt MDR Fernsehen Dienstag, den 2. Oktober.",0
Silvia Ristow fängt am 1.,1
Bei den Veranstaltungen ist besonders wichtig: Was die Opfer vom NSU erlebt haben.,1
"Heike Werner hat auch ausgesprochen: Die Bevölkerung in Thüringen soll vorsichtig sein, damit niemand das Corona-Virus überträgt.",0
Achtung: Bei erheblichen Brandverletzungen oder Brandwunden muss unverzüglich ein Notarzt hinzugezogen werden.,0
Darin finden sich die Sehnen unter Schutz.,0
Sie setzen sich gegen den FC Freiburg-St.,0
Das normale Pendant dazu lautet: Der Begriff für eine Oberschenkelhals-Verletzung heißt Schenkelhalsfraktur.,0
"Oktober 2025, 14:56 Uhr Die Firma VW hat mehrere Werke im Bundes-Land Sachsen.",1
"Wie kann man eine Sehnenscheidenentzündung vermeiden? Man sollte sich bemühen, eine gesunde Lebensführung zu führen und stärkende Übungen für die betroffenen Muskeln durchführen.",0
Weitere Infos Ãhnliche Themen * Die Bilder gehÃ¶ren: Lebenshilfe fÃ¼r Menschen mit geistiger Behinderung Bremen e.,1
Diesen Frage-Bogen bekommen alle jungen Männer und Frauen.,1
Oder mit dem Tablet.,1
Wir rechnen Ihr Jahres-Brutto-Einkommen aus.,1
Wenn Ihre Urkunde im Ausland entstanden ist: Dann erfordert es eine Übertragung durch einen registrierten Dolmetscher.,0
Kopfläuse ernähren sich von Blut.,1
Sie suchen sich mindestens 2 Schulen aus.,1
Und Funktionärskleidung trocknet rasch. Wir sollten unsere feuchte Bekleidung regelmäßig durch trockene ersetzen und eine Kopfbedeckung tragen.,0
Sie müssen uns bei der Beratung Ihren Ausweis oder Pass zeigen.,1
"Stuhl setzt sich aus verschiedenen Komponenten zusammen: ungesättigten Verdauungserzeugnissen, Schleim und Bakterien. Das Bild veranschaulicht, dass ein gesunder Stuhl vor allem Wasser enthält.",0
Sie mussten sich zuvor keine Termine ansetzen.,0
"Sie verarbeiten, ziseln, präzisieren und gestalten.",0
Eine Glas-Manufaktur ist ein Werkstatort: an dem Glas weiterhin handwerklich gefertigt und mundgeblasen wird.,0
Dort wird ein großer Tagungsraum saniert.,0
Die Zellen in der Schleimhaut können dann nicht mehr genügend Schleim produzieren.,1
Was sind die Ursachen eines Geschwürs im Magen oder Zwölffingerdarm?,1
Dann muss eine besondere Vorsicht bei der Verwendung der betreffenden Hand angewendet werden.,0
"Und wenn ein Omnibus von hinten herkommt, dann muss man ihn auch passieren lassen.",0
Für die Beglaubigung müssen Sie uns diese Unterlagen präsentieren: Die authentischen Dokumente.,0
Erhöhen Sie stattdessen den Oberkörper der Person.,1
Die Krankenhäuser werden in Kürze ihre Kapazitätsgrenzen erreichen.,0
Achtung: Die verletzte Person ist ein Kind?,1
In Sachsen-Anhalt kam es im Harzgebiet zu den größten Vorkommen von Wildkatzen.,0
Auch für die jungen Menschen.,1
"Das waren mehr, als es erlaubt ist.",1
"Fortbildungen Wenn Sie eine Pflege-Person sind, können Sie Fortbildungen machen .",1
Und Sie glauben: Die Verhütung hat nicht gewirkt?,1
"Menschen, die in einem Zentrum für Behinderteneinrichtungen tätig sind.",0
"Wenn Sie nicht umgehend begleichen, erhalten Sie das Fahrzeug nicht unverzüglich zurück.",0
Neuer Abschnitt Ein Nachrichten-Audio in Leichter Sprache MDR FERNSEHEN Mo 13.12.,1
Viele Menschen verwendet die Zutat des Ingwerwurzels als Aromastoff in der Küche.,0
Die Haut wird dann sehr trocken.,1
"Auch daran, wie unsere Bürger mobilziehen, Handel betreiben und Dienstleistungen anbieten, wird sich zunächst keine Veränderung ergeben.",0
Aber vielleicht müssen Sie die App nicht selber bezahlen.,1
Bei einer Lungenembolie lösen sich diese Blutgerinnsel.,1
Sie heißt: Azubi-Ticket .,1
Ingwer ist eine Gewürzpflanze.,0
• Dass er die Gesetze be-achtet.,1
Beim Beispiel eines Verkehrsunfalls.,0
Kinder bekommen öfter Läuse als Erwachsene.,1
Da haben einige Menschen gesagt: Die Kirche muss sich verändern .,1
"Die Ursachen von Gallensteinen werden auf eine Vielzahl von Faktoren zurückgeführt, darunter eine Erhöhung der Gesamtcholesterinwerte im Blut, einen Mangel an Cholesterinfreienden wie die Konjugation von Bilirubin und einen familialen Dispositionsfaktor.",0
"Wolfgang Voigt verfasste ein poetisches Werk, das die mystische Dimension seiner Musik unbeschadet konzeptioneller Erläuterungen vermied.",0
Christoph Daferner erzielte ein Tor für Dynamo Dresden.,0
Das bisherige Konzept von Verkehrszeugnissen hat sich bislang noch nicht an die Bedürfnisse des motorisierten Individualverkehrs angepasst.,0
"Anna wird vertreten, wenn keine andere Person, die sich um das Kind kümmert.",0
Diese spezifische Sitzung fand Donnerstags statt.,0
Diese Technik funktioniert mit der Smartphone-Kamera.,1
Das Kunstwerk ist während eines begrenzten Zeitraums ausgestellt.,0
"Der Patient wird medikamentös zu einer prophylaktischen Blutverdünnung gebracht, um eine Thrombose zu verhindern.",0
Damit kein Rauch in ihre Häuser eindringt.,0
Das bedeutet: Sie übernehmen eine ehrenamtliche Funktion.,0
"Und mittels der Notdienstsuchfunktion können Sie nahe gelegene Apotheken, Kliniken sowie Ärztelokale auffinden.",0
Dort kann man dann die Kapazität für Akku-Speichermodule erweitern.,0
124 Menschen benötigen auf der Intensiv-Station medizinische Behandlung.,0
Dort finden sich keine gefährlichen Bakterien.,0
Dann ist der Tumorenhebung meist noch in der Initiativphase.,0
Mit diesen Förder-Geldern sollen im Besucher-Zentrum viele Dinge neu gemacht werden.,1
Sie haben Atemnot oder Brustschmerzen?,1
Dafür haben wir ganz viele Regeln gemacht.,1
Gegenanzeige erstattet Zschäpe gegen das Verfassungsgericht.,0
Husten ist eine Reaktion des Körpers.,1
Oder wenn Sie das Wasser falsch anschließen.,1
"Mehr Informationen über Parodontitis finden Sie unter der Rubrik ""Zahn- und Mundgesundheit"" auf unserer Website.",0
Dort gibt es viele Corona-Patienten in den Krankenhäusern.,1
Sie nehmen Diclofenac als Gel ?,1
Jordi Boto ist der Vorsitzende der European Floorball Federation (EFW).,0
"Um eine Zulassung für Ihr Kraftfahrzeug zu erhalten, müssen Sie zum Kunden-Zentrum in der Innenstadt und dann zur Zulassungsstelle für KFZ-Poll gehen.",0
Ein Polizist ist in den Fluss gefallen: Als er den Mann festhalten wollte.,1
Welche guten Inklusions-Beispiele gibt es in anderen Ländern?,1
Manche Leute trinken immer wieder zu viel Alkohol.,1
