sentence,label
"November 2025, 13:24 Uhr Ab dem Jahr 2026 müssen viele Menschen in Ost-Deutschland weniger Geld: • für Strom • Gas • und Wärme-Strom bezahlen.",1
Das ist die Abgeltung für den Ausgleich.,0
Das ist in der Nähe vom Ufer von dem Fluss Elbe.,1
Dort hat das SEK am Dienstag einen Einsatz wegen einem Mann mit einer Waffe gemacht.,1
"In der Liste sind die Bundesländer und Berufsgruppen aufgelistet, in denen eine Nachfrage an Fachkräften besteht.",0
"Wer in der Abteilung Einbürgerung für Sie zuständig ist, verweist sich auf den ersten Abschnitt.",0
Die Ursachen dafür sind zum Beispiel: bestimmte Medikamente Leberkrankheiten wie zum Beispiel Morbus Wilson chronische Darmkrankheiten wie zum Beispiel Morbus Crohn Mangelernährung Chemotherapie.,1
Oder geben Sie der Person ein anderes Lebensmittel mit Zucker.,1
Bei Dickdarmkrebs wächst der Tumor im Dickdarm.,1
"Hier können Sie eine Auflistung von Gefährdungen im Trinkwasser entdecken, die bei der Wasseranalyse festgestellt werden konnten.",0
Und alle Gäste sollten sich hier wohlfühlen.,0
Ein Thrombus infiltriert eine arterielle Vene.,0
Sie haben Fragen zu den Wechselwirkungen?,1
Die Stern-Schnuppen-Nacht in Sachsen In Sachsen können die Menschen die Stern-Schnuppen auch gut sehen.,1
Aber vielleicht müssen Sie die App nicht selber bezahlen.,1
Die Adresse vom Standes-Amt in KÃ¶ln finden Sie unten unter der Ãberschrift: Weitere Infos .,1
Das bedeutet: Die Menschen in diesen Berufen müssen sich impfen lassen.,1
Er ist der zuständige Sprecher für die Bundesregierung.,0
"Anna bleibt heute aus, wenn sie Probleme in ihrer Familie hat.",0
Nahrungsmittel können die Wirkung von Medikamenten abschwächen .,1
Menschen mit einer Behinderung oder ältere Menschen.,0
Die Erklärung können Sie hier herunter laden.,0
"Oktober 2021, 12:55 Uhr In Deutschland mussten viele Sachen wegen dem Corona-Virus zu-machen.",1
Sie können auch Zinksalz-Pasta verwenden.,0
"Wenn Sie alle Papiere bei uns vorgelegt haben oder per E-Mail an uns weitergeleitet haben, werden wir Ihre Papiere überprüfen.",0
Trotzdem sollten Sie in diesen Fällen zum Arzt gehen: Ihr Baby oder Ihr kleines Kind ist erkältet?,1
"Mehr Informationen über Parodontitis finden Sie unter der Rubrik ""Zahn- und Mundgesundheit"" auf unserer Website.",0
Dann unterhalten Sie sich mit dem Pädiater.,0
Deshalb kann die Beeinträchtigung von Prostaglandinen auch unangenehme Folgen haben.,1
Neuer Abschnitt MDR Fernsehen Freitag den elften November.,0
Dann kann die App auch die sensorischen Datensätze von dem Fitness-Armband speichern.,0
"Alternativweise können Sie diese Linien auch nutzen: Omnibus-Netz 151, 152, 154, 160, 161, 162, 165, 166, 185 und 188.",0
Vorher war Henry Schütze das Staatsoberhaupt der Stadt Bernburg.,0
"Neuer Abschnitt Nachrichten-Audio in leiser Stimme auf MDR Fernsehen, Montag, den 14. September.",0
"Zum Beispiel: Sie müssen mehr bezahlen: Wenn Sie ein Wunsch-Kennzeichen haben wollen: Dann müssen Sie zusätzlich 10,20 Euro bezahlen.",1
Was ist eine Vergiftung?,0
Sie haben eine empfindliche Epidermis?,0
Das Geld wird als Strafgeld bezeichnet.,0
Dann können auch Sie eher niedrigen Blutdruck bekommen.,1
In Mitteldeutschland finden sich 15 solcher Job-Centren.,0
"Sie sollen mehr Geld bezahlen, wenn sie keine Menschen mit Schwerbehinderung einstellen.",1
"Das MDR.DE-Service bietet eine Barrierefreie Darstellung von Nachrichten in leichter Sprache. Im neuen Bereich Mitteldeutschland präsentiert das Portal ""Neues Selbstbestimmungs-Gesetz"" nun bereits seit einem Jahr als Hauptinhalt 31.",0
Sie können später vielleicht sehr krank werden.,1
Die Erläuterung zum Doppelnamen beträgt 21 Euro.,0
Das Reye-Syndrom ist eine Krankheit.,0
Sie können dann zum Beispiel diese Krankheiten bekommen: Fettleber Krebs Bluthochdruck Woran können Sie eine Alkohol-Sucht erkennen?,1
Der Arzt hat bei Ihnen eine Unterfunktion der Schilddrüse diagnostiziert.,0
Woher kommt das Geld?,1
Und sie haben einen beträchtlichen Lärm erzeugt.,0
Seine Kunst-Werke sind liebevoll und sorgfältig.,1
Diese Arten von Mundschutz schützen aber nicht vor dem Corona-Virus.,1
"Neuer Abschnitt MDR Fernsehen Mittwoch, den 17. November.",0
© W&B/Astrid Zacharias Was passiert bei einem Herzinfarkt?,1
Sie ordern den Heiratsurkundenabschluss im Internet mittels unseres Dokumentenservice.,0
Online bedeutet: Sie machen das im Internet .,1
2021 13:43 Uhr 01:07 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Am Anfang vom Monat Dezember haben sich Politiker bei einem Kreistag getroffen.,1
Die Anzeichen treten meist plötzlich auf.,1
Wir wiederholen diesen Prozess über einen Zeitraum von drei Wochen.,0
Hat die Person vielleicht Untergewicht?,1
Zusammen waren sie die Abrafaxe.,0
Beim polizeilichen Einsatz haben sich insgesamt etwa einhundertvierzig Beamte beteiligt.,0
Informieren Sie sich über die Schulungen bei Ihrer Krankenkasse oder bei Ihrem Arzt.,1
Der Blutzucker liefert Energie.,1
Dann kann sich das Gewebe entzünden.,1
In das digitale Kontaktformular können Sie Ihre Mitteilung an uns verfassen.,0
"Alltags-Sprache Über uns Beratung und Förderung Wohnen Freizeit und Kunst Treffpunkt Leichte Sprache Spenden, Helfen, Mitmachen Kontakt Inhalt Impressum Schriftgröße: Mitleben Alle Menschen mit Behinderung sollen selbst entscheiden, wo sie wohnen möchten.",1
"Die Symptome einer Gallenblasenentzündung sind ein stechender Rückenschmerz, Fieber und Gelbstauchigkeit der Haut.",0
Und manchmal können die Zinssätze sogar inverted sein.,0
Die Löcher sind auf beiden Seiten der Schienenpositionen gelegen.,0
Das Gesetz gilt für alle Unternehmen mit über 20 Mitarbeitern.,1
Am Freitag startet das Ereignis.,0
Das Bundesverfassungsgericht hebt die ursprünglich während der Corona-Pandemie in Krankenhäusern geltenden Triageregelungen auf.,0
"Auch heute wird noch die Fernseh-Sendung ""Unser Sandmännchen"" ausgestrahlt.",0
"Achtung: Es sei ausdrücklich verboten, Arnika einzunehmen.",0
Dort gibt es jetzt eine neue Ausstellung .,1
Für Menschen mit einer intellektuellen Beeinträchtigung.,0
Dann fahren Sie direkt nach der Einnahme kein Auto.,1
Damit Menschen eine längere Arbeitszeit haben.,0
"Oktober 2025, 11:41 Uhr Der Zwinger in der Stadt Dresden ist ein sehr bekanntes und architektonisch bedeutendes Gebäude.",0
"19.4 Es sind angemessene Vorkehrungen zu treffen, dass alle Häftlinge in regelmäßigen Abständen, mindestens jedoch zweimal wöchentlich, im Sinne der allgemeinen Hygiene die Gelegenheit erhalten, sich zu waschen oder duschen.",0
Und Sie müssen uns diese Papiere zeigen: Die Verlust-Erklärung Sie müssen uns eine Verlust-Erklärung zeigen.,1
"Vielleicht wurde ein Missbrauch begangen. Die Krankenhausverwaltungen sind verpflichtet, eine Antragsstellung vorzunehmen: damit sie Fördermittel erhalten.",0
Mein Vater ist weg und ich bin deswegen nicht traurig.,1
Am Abend wird ein Musik-Konzert veranstaltet.,0
Dafür müssen Sie eine Gebühr von 25 Euro entrichten.,0
Sie können der Weitergabe Ihrer Daten widersprechen: Wenn Ihr Jahres-Tag nicht in der Zeitung stehen soll.,1
Und Sie nehmen deshalb Diclofenac?,1
"(Gehobener Stil, W2 und W5 angewendet)",0
Sie möchten Teufelskralle gegen Arthrose-Beschwerden nehmen?,1
Blut kann koagulieren.,0
So können sich keine neuen Gefäße bilden.,1
"Und sie können zum Arzt oder zur Ärztin gehen, wenn sie krank sind.",1
Befreiung von der Hunde-Steuer Wenn Sie eine Schwer-Behinderung haben: Dann können Sie eine Befreiung beantragen.,1
"Das Unternehmen Volkswagen (VW) hat den Auftrag erhalten, in Sachsen fortan Automobile herzustellen.",0
Das heißt: Man kann zum Beispiel nicht lächeln.,1
Wie wirkt ein Verhütungsstäbchen?,1
Das kann auch bereits bei moderatem Alkoholkonsum auftreten.,0
In der Blase bewirken die Bakterien Entzündungen.,0
Beim Rauchen gelangen diese Stoffe in den Körper.,1
Dann reagiert das Immunsystem nicht mehr so stark.,1
Was sind die Ursachen einer Fettleber?,1
Die Chefin von der GEW im Bundes-Land Sachsen-Anhalt heißt Eva Gerth.,1
"Betroffene Individuen sind dann nicht mehr in der Lage, adäquat zu atmen.",0
Umgesetzt heißt: Dass die Menschen ihre Rechte bekommen.,1
Und keinem Menschen ist etwas passiert.,1
"Die Kanzlei strebt danach, weitere Spender zu gewinnen.",0
Bringen Sie den vorgeschlagenen Antrag ununterzeichnet vor.,0
Deshalb präsentiert das Kunst-Museum Moritzburg derzeit eine umfassende Retrospektive zu Leben und Werk von Willi Sitte.,0
Die Firma EasyJet ist eine renommierte Billigfluggesellschaft.,0
Unsere Zeitung erscheint in zeitlichen Abständen von etwa ein- bis zweimal jährlich.,0
"Beispielweise in den Städten: Hall(e), Magdeburg und Stendal.",0
Bakterien sind nicht die Ursache für das Geschwür?,1
"Weitere Anzeichen für eine Blasenentzündung können sein: der Urin ist trüb oder riecht, es ist vielleicht Blut im Urin.",1
Bis zu fünfzig Jahren nach dem Umzug der Person.,0
"Er hat ausgesprochen, dass die Umsetzung der 3G-Regel zu einem beträchtlichen Wirbel führt.",0
Es gibt unterschiedliche Ursachen für eine Schleimbeutel-Entzündung: Überlastung des Schleimbeutels Verletzung des Schleimbeutels Erkrankungen des Gelenks Bakterien Die häufigste Ursache einer Schleimbeutel-Entzündung ist Überlastung.,1
Er ist der Landtags-Präsident von Sachsen-Anhalt.,1
Das Handy signalisiert Ihnen ferner: Ich saubere diesen Zahn bereits so lange.,0
"Es existieren vielfältige Beispiele für gute Inklusions-Maßnahmen in anderen Ländern. Zum Beispiel zeichnen sich die USA durch eine Vielzahl von Programmen aus, wie das Americans with Disabilities Act (ADA) oder die Initiative ""No Stolen Dreams"" zur Förderung der Teilhabe behinderter Menschen.",0
Achten Sie auf eine sorgfältige Pflege und -Dermatologie Ihrer Haut.,0
Frauen haben keine Prostata.,1
Einige Personen setzen sich nicht mit den Corona-Auflagen ab.,0
Damit prüft der Venen-Spezialist Ihre Venen.,1
Sonst sind sofort alle Termine weg.,1
Dann können Sie den Verhütungsmittelring für maximal drei Stunden entnehmen.,0
"Damit wollen die Menschen zeigen: • Jeder Mensch darf lieben, wen er will.",1
"Eigentlich war die Eröffnung diese Woche geplant, doch sie musste verschoben werden.",1
"Aber wenn Sie Ihre alten Fahrzeug-Papiere verlieren, dann bekommen Sie jetzt die neuen Zulassung-Bescheinigungen.",1
Matthias Maurer verzichtet auf die genuine Sonnenwaage aus Nebra.,0
Das Tier hatte sich unmittelbar vor dem Lenkrad abgesetzt.,0
"Um Infektionsquellen zu minimieren, soll ein Besucher, der das Coronavirus bereits hatte, informiert werden, dass er über die notwendigen Schutzmaßnahmen aufgeklärt wird.",0
Ich genieße das Land nach wie vor.,0
Der Arzt führt ein Wattestäbchen in die hintere Rachenwand.,0
Sie können eine Rehabilitation bei Ihrer gesetzlichen Krankenversicherung beantragen.,0
"Stuhl setzt sich aus verschiedenen Komponenten zusammen: ungesättigten Verdauungserzeugnissen, Schleim und Bakterien. Das Bild veranschaulicht, dass ein gesunder Stuhl vor allem Wasser enthält.",0
Manchmal sind Kopfläuse auch in den Barthaaren oder in den Achselhaaren.,1
Viele Menschen verwendet die Zutat des Ingwerwurzels als Aromastoff in der Küche.,0
Darauf stehen wichtige Informationen zum Auto.,1
Der gebürtige Dresdner war von 1990 bis 2001 als Leipziger Theaterintendant tätig.,0
"Dann bescheinigt die Person die Geburt, die bei der Geburt geholfen hat.",1
Dann müssen Sie die Erklärung unterschreiben .,1
Anna unterrichtet Flüchtlinge im Schwimmen.,0
Abermals sind einige Abschnitte der Tora-Rolle wiederhergestellt.,0
"Das Konzept der allgemeinen Wehrpflicht ist eine Form der obligatorischen Militärdienstleistung, die von Staaten verlangt wird, um die Verteidigungsfähigkeit des Landes sicherzustellen.",0
Das obere Sprunggelenk besteht aus: Sprungbein .,1
"Diese Dinge sind zum Beispiel: ein hoher Altersstatus, Übergewicht, eine reduzierte körperliche Aktivität, eine chronische Sitzen-Position und die Fähigkeit schweres Gewicht zu heben, können auch eine mögliche Ursache für einen Bandscheibenvorfall darstellen.",0
Das ist in der Nähe von der Stadt Grimma passiert.,1
Mai 2019 ist die Europa-Wahl in Deutschland Foto: dpa Hinweis: Dieser Text ist Werbung für die Zeitung taz.,1
Und sie müssen die erhebliche Arbeitslast von alleinigem Tragen nicht mehr bewältigen.,0
Die Knochen können bereits bei einem geringen Sturz bruchreif sein.,0
"Zulassungsstelle Köln, Max-Glomsda-Straße 4, 51105 Köln; weitere Informationen: die Bildrechte liegen bei der Lebenshilfe für Menschen mit geistiger Behinderung Bremen.",0
Und die Wartezeiten überschreiten die Öffnungszeiten.,0
Das Tor wurde erst in der Verlängerung geschossen.,1
November gibt es die 3-G-Regel am Arbeits-Platz.,1
Sie müssen die Funktion in Ihrem Smartphone einmalig einschalten.,1
Die Person kann auf die große Menge Insektengift allergisch reagieren.,1
Das Verhütungsstäbchen ist ein zur Verfügung stehendes antikonkurrenzmittel.,0
"Neuer Abschnitt im MDR Fernsehen wird am Mittwoch, den 29. Oktober, ausgestrahlt.",0
Der Helfer nimmt ein Taschentuch.,1
Dann müssen Sie die Bestätigung im Amt abgeben.,1
Sind Sie interessiert an weitere Informationen zur Pyelonephritis?,0
Diese Erkrankung ist dann vielleicht verantwortlich für das Absterben von Nervenzellen.,1
Oder überziehen Sie Einmal-Handschuhe.,0
"Alle sollten sich bewusst sein, dass es Fleisch in einigen Stücken enthält und nicht in anderen.",0
Marketing konzentriert sich auf vier Schlüsselthemen: ein.,0
Zum Beispiel müssen Sie eine Beglaubigung einer Originalurkundenkopie einholen.,0
Früher waren die Zinskosten hoch.,0
Die Polizei hat heraus-gefunden: Ein anderer Mensch hat sie wahrscheinlich getötet.,1
"Bislang ist niemand in der Lage, den Schützen des Luchses zu identifizieren.",0
Wir haben über 500 Mitglieder.,1
Das wird gemacht: Wenn die Hospitalisierungs-Inzidenz bei 7 ist.,1
"Es geht auch um die Ausstattung von Breitenräumen, behindertengerechte Aufzüge und Barbetten mit einheitlichen Zugängen.",0
Ein Tumor kann an verschiedenen Körperteilen entstehen.,0
Dann sollten Sie Ingwer und Knoblauch nicht essen.,1
Diesen Menschen sollten Sie uneingeschränkt vertrauen.,0
Beim Blasentumorenwachstum entwickelt sich ein Tumor innerhalb der Harnblase.,0
Das bedeutet: Die Natur und die Menschen haben viel mit-einander zu tun.,1
Die Toiletten sind für Rollstuhl-Fahrer und Rollstuhl-Fahrerinnen nur eingeschränkt zugänglich .,1
Rückenschmerzen können eine Vielzahl von Gründen nach sich ziehen.,0
2 Mitarbeiterinnen leiten und unterstützen die Kunst-Gruppe.,1
Mit diesen Förder-Geldern sollen im Besucher-Zentrum viele Dinge neu gemacht werden.,1
Aber Sie erhalten eine längere Dauer des Elterngeldes.,0
Dann können die Zähne geschädigt werden.,1
Achtung: Vor jeder Behandlung sollten Sie Ihren Arzt sprechen.,0
Gut zehn Wochen nach der Bundestagswahl bekommt Deutschland eine neue Regierung.,1
Sie haben eine Warze?,1
Es gibt keine Belohnung mehr von den Banken.,1
Sie bekommen keine schriftlichen Infos über Ihr Ergebnis.,1
Achten Sie daher insbesondere auf Symptome von Leberläsionen.,0
"September 2021, 14:04 Uhr In der Stadt Erfurt hat gestern ein Mensch mit Stahl-Kugeln geschossen.",1
Manchmal versteht sich die Fußgliederung nicht.,0
Sind Sie interessiert an einer ausführlichen Informationen über das Contraceptive device?,0
Heben Sie sie bitte gut auf!,1
Krankenhauseinliefernde auf der Intensivstation.,0
Die Zahl steht im Schwer-Behinderten-Ausweis.,1
Bei Ihnen wurde ein Impfschaden festgestellt?,1
Die Gesamt-Zahl kann auch 70 sein.,1
Mit einem Miet-Wagen.,1
Wickeln Sie die Person in eine warme Decke um.,0
Dann müssen Sie nur einen Teil der Kosten zahlen.,1
"Sie müssen Ihren Führerschein umtauschen, wenn er vor dem 19.",1
Und wie viel Geld Sie von anderen Personen oder Einrichtungen bekommen.,1
Verhüten die Frauen stattdessen mit der Pille? Antikonzeptivum wird häufig als alternatives Kontrazeptionsmittel eingesetzt.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Kultur Der Leipziger Kunststar Neo Rauch ermöglicht einen neuen Einblick in sein Werk: Berühmt wurde er mit seinen großformatigen Ölbildern.,1
Was können Sie gegen eine akute Bronchitis tun?,1
Ingwer ist eine Gewürzpflanze.,0
Das Kunstwerk ist während eines begrenzten Zeitraums ausgestellt.,0
Diese Kinder könnten eventuell Schielen entwickeln.,0
Wie nehmen Sie Tabletten richtig ein?,1
Im schlimmsten Fall kann die entzündete Gallenblase perforieren.,0
Zum Beispiel: Bei einem Optiker oder einer Optikerin .,1
"Das bedeutet: Sie bekommen 2 Mal im Jahr Geld, wenn sie alte Elektro-Geräte reparieren lassen.",1
Risikofaktoren sind zum Beispiel: andere Erkrankungen Rauchen Übergewicht Die Behandlung hängt auch von solchen Risikofaktoren ab.,1
Friseure haben wieder geöffnet.,1
Bei bedeutungsvollen Besuchen bei einem Mediziner.,0
Sie haben kleine Wohnungen mit eigener Küche und Bad.,1
Sie erhielten bei der Bundestagswahl eine bedeutende Anzahl an Stimmen.,0
Aber Paracetamol wirkt sich nicht auf die Ursache der Schmerzen aus.,0
124 Menschen benötigen auf der Intensiv-Station medizinische Behandlung.,0
"Wie kann man eine Ansteckung mit dem neuen Coronavirus vermeiden? Es gelingt durch regelmäßige Händehygiene, eine ausreichende Abstandspflege zu anderen Personen und die Vermeidung von berührten Oberflächen.",0
"(Note: I've used W2 to replace ""unter 20 Jahre alt"" with a more general term ""jungere Generation"")",0
Der Täter ist nach der Tat geflohen.,0
In den Vertragsgestaltungen finden sich zum Beispiel Klauseln zur Vergütung.,0
Was muss ich noch zur Tages-Pflege wissen?,1
Oder lassen Sie sich telefonisch beraten .,1
[[SYSTEM]],0
Beispiel: Im Erzgebirge und im Vogtland.,0
– Wenn das dem anderen Menschen peinlich ist oder ihm schaden kann.,1
"An einigen Standorten war das Klima in den letzten Tagen ungewöhnlich kühl, insbesondere seitdem Experten die Temperaturmessungen vorgenommen haben und diese Daten protokolliert haben.",0
Mehr Bewegung.,0
Silvia Ristow fängt am 1.,1
Achtung: Diese Links führen aus unserem Einfache-Sprache-Angebot heraus.,1
Das haben auch bereits über 1000 Personen vollbracht.,0
Nebenwirkungen bedeutet: Das Medikament kann unerwünschte Folgen haben.,1
In manchen Lebensmitteln gibt es häufiger Krankheitserreger als in anderen.,1
Der Frakturbruch liegt relativ höher auf dem Oberschenkel.,0
"Oder Verwandte , die sich um das Kind kümmern.",1
So können Sie unverzüglich und effizient den Notfallalarm auslösen.,0
Später kann Bluthochdruck viele verschiedene Anzeichen haben.,1
Manche andere Heilpflanzen wirken vergleichbar mit Baldrian.,0
