sentence,label
Wenn der Inzidenz-Wert in einem Landkreis über 350 liegt: Dann müssen sämtliche Clubs und Diskotheken schließen.,0
"Zum Beispiel: Die medizinische Situation im Krankenhaus ist angespannt, da sich nur noch eine relativ geringe Anzahl von Betten unbesetzt befindet.",0
Dann sollten Sie Ihre Rauchpause außerhalb von Sicht- und Hörweite Ihrer Kinder suchen.,0
Sie sollten aufpassen: Damit dem Innen-Minister nichts passiert.,1
Damit Sie eine Verlängerung beantragen .,1
Der Täter ist nach der Tat geflohen.,0
Dadurch soll der Mangel von Hormonen im Körper ausgeglichen werden.,1
In manchen Gelenken kann es öfter zu Arthrose kommen.,1
Über den Common-Duct gelangt die Gallenflüssigkeit in den Dünndarm.,0
Dann bekommen Sie von uns meistens eine Antwort nach ungefähr 2 Wochen.,1
Sind Sie an weiteren Informationen über die Syphilis interessiert?,0
Sie erhielten bei der Bundestagswahl eine bedeutende Anzahl an Stimmen.,0
Hier können Sie die Leit-Linien lesen: 4.,1
Dann ist man plötzlich verwirrt.,1
"Wichtig: Ihr Kind muss mit Ihnen zu uns kommen, wenn Sie einen neuen Kinderreisepass beantragen.",0
Vermeiden Sie die Überzählung von Tischdecken.,0
In der Innenstadt von Meiningen wurde eine rote Bank aufgestellt.,1
Ein Beispielfestumzug mit vielen farbigen Leuchtdingen.,0
Die betroffene Person hat beträchtliche Mengen an Rauch aufgenommen.,0
Haben Sie auch Durchfall?,1
"Die Menschen können den Strom aus dem Batteriespeicher nutzen, wenn die Windräder keine Energie produzieren, da es keine windigen Bedingungen gibt.",0
Dazu müssen Sie vor der Erteilung des Fischereiausweises eine erfolgreiche Prüfung ablegen.,0
"Auf Ihrer Bestellung teilen Sie bitte die Empfängeradresse im Ausland mit, auf die wir den Nachlassausweis zugelassen möchten.",0
Für den Test benötigen Sie keine alkoholbedingte Nüchternheit.,0
Diese dentaltechnische Vorrichtung heißt: Zahnhalte-Apparat.,0
Dirk Hilbert ist der Ober-Bürger-Meister von Dresden.,1
"Johanniskraut schwächt zum Beispiel die Wirkung von: Medikamenten gegen HIV/AIDS, Blut-Verdünnern, wie zum Beispiel Phenprocoumon, bestimmten Krebs-Mitteln, Medikamenten gegen Herz-Kreislauf-Krankheiten und von der Anti-Babypille Achtung : Sie nehmen ein Antidepressivum?",1
Und die Menschen waren machtlos gegenüber diesem Vorgang.,0
Die Wirkstoffe in verschiedenen Medikamenten können sich gegenseitig beeinflussen.,1
Er musste in den letzten Jahren schon mit verschiedenen Menschen zusammen-arbeiten.,1
Zum Beispiel: Für Verpackungen aus Pappe.,1
Er hat am Donnerstag gesagt: In den nächsten Wochen werden noch mehr Menschen das Corona-Virus bekommen.,1
Dann mÃ¼ssen Sie im Historischen Rathaus 34 Euro bezahlen.,1
Der Arzt verschreibt ein Antibiotikum.,1
Sonst müssen Sie weitere Zahlungen leisten.,0
"Sie können nur in der Umwelt-Zone fahren und parken , wenn Sie eine grüne Plakette haben.",1
Die erhöhte Temperatur hilft gegen schädliche Bakterien und Viren.,1
Das Bundes-Verfassungs-Gericht hat jetzt dazu gesagt: Menschen mit Behinderung müssen geschützt werden.,1
Steril bedeutet keimfrei.,0
Sie vermuten mögliche Symptome einer Harnröhrenentzündung.,0
Normale Fassung: Eine dieser Pflanzenarten wird als Echte Thymiane bezeichnet.,0
Dann können Sie es uns als E-Mail schicken .,1
FC Magdeburg wird im DFB-Pokal eingesetzt.,0
Aber die Haare lassen sich nicht durch ein Shampoo entfernen.,0
Diese Geräte sind eine Art Armband.,1
Oder ob die verherrlichte Gattin oder der verherrlichte Gemahl verstorben ist.,0
→ oder Urteile von Gerichten.,0
Dann können Betroffene manchmal nicht mehr atmen.,1
Eine Nasennebenhöhlen-Entzündung kann ansteckend sein.,1
Sie können eine einfache Melde-Auskunft sofort online bekommen.,1
"Zum Beispiel: Sie müssen mehr bezahlen: Wenn Sie ein Wunsch-Kennzeichen haben wollen: Dann müssen Sie zusätzlich 10,20 Euro bezahlen.",1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Sachsen Im Vogtland können Feuerwehrleute unter realen Bedingungen trainieren.,1
Das Ergebnis bei der Messung unter der Achsel ist oftmals inkonsistent.,0
"In der E-Mail wird expliziert, dass eine persönliche Anwesenheit im Standesamt erforderlich ist.",0
"Das ist die Person, der das Fahrzeug gehört.",1
Viele Menschen auf der ganzen Welt sind mit ihm vertraut.,0
Die Augen und die Lunge werden gereizt durch das Anwesen von Reizgas.,0
Und das erzwingen sie manchmal gewaltsam.,0
Wie kann man die Entwicklung von Melanomen verhindern?,0
Bis zum Ende vom Jahr soll die Steuer klein bleiben.,1
Die Männer betreiben seit 2017 einen virtuellen Handel im Deep Web.,0
Die Erklärung können Sie hier herunter laden.,0
Aber dies ist ein komplexeres Problem.,0
Sie können Traubensilberkerze mehrere Monate lang einnehmen.,1
Hartkapseln enthalten zum Beispiel: Pulver Granulat.,1
"Beispielsweise stammen diese Beispiele aus Ländern wie Russland, Thailand und der Volksrepublik China.",0
Matthias Maurer verzichtet auf die genuine Sonnenwaage aus Nebra.,0
"Wer von außen kommt, ist zuerst ein Unbekannter und muss seine Anpassung an die Rolle eines Dritts gestalten.",0
Die Leichenschauamt oder ein Bestatter werden die verstorbene Person beerdigen.,0
Öffnen Sie keine Blasen.,1
Sie nehmen vielleicht Antibiotika?,1
Ihre Oberschenkel empfinden eine Taubheit.,0
Der Nagel entwickelt sich im Allgemeinen wieder nach.,0
Deshalb können ihnen die meisten Kaufmöglichkeiten verwehrt bleiben.,0
Und sie können eine Online-Kommunikationsgruppe mit einem großen Teilnehmerkreis erstellen.,0
"Die Ziele von Riesa will es, dass die InterCity-Züge auch künftig halten.",0
Bio-metrie-tauglich heißt: Die Person ist gut zu erkennen.,1
Jetzt bekommt die Firma Heiterblick vielleicht Hilfe aus dem Land Polen Denn eine Firma aus Polen will der Firma Heiterblick vielleicht helfen.,1
Sie macht auch die Öffentlichkeits-Arbeit.,1
Das ist auch bei den Zugfahrten der Firma Flixtrain geläufig.,0
Die Staatsanwaltschaft führt Ermittlungen durch.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Bei den Staatlichen Kunst-Sammlungen in Dresden bekommen viele Kunstwerke andere Namen Hauptinhalt Stand: 15.,1
So leisten Sie Erste Hilfe bei geschlossenen Brüchen: Ein Kühlpaket wird in ein Tuch eingeschlagen.,0
Und sie reagieren auf die Anfragen der Besucher bezüglich ihrer Antworten.,0
Auch Amlodipin kann synergistische Interaktionen mit anderen Arzneimitteln aufweisen.,0
Wann kann ich zur Belehrung kommen?,1
Die Rufnummer lautet 116 117.,0
Telefonnummer 0221-22900.,0
Sie haben sich auf den neuesten Stand von Coronavirus-Regeln geeinigt.,0
"In dem Schreiben wird angekündigt, wann der Ausweis entnommen werden kann.",0
Haben andere Menschen in Ihrer Familie schwarzen Hautkrebs?,1
"Die Industrie, die Heizungsanlagen und der Verkehrssektor releasen noch zu viel Kohlendioxid.",0
Es wird in einem repräsentativen Raum von der Evangelischen Stadtmission getagt.,0
Was ist die Pille danach?,1
Woher kommt das Geld?,1
Das Johanniskraut soll gut wirken?,1
In der Broschüre befinden sich weitere Fragen zu Ihrem Lebenslauf.,0
Ryanair ist eine Budget-Frachtführerin.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Am Wochenende wird aus dem beschaulichen kleinen Pulsnitz ein Mekka für Pfefferkuchenfans.,1
Wie geht es weiter?,1
Es entwickelt sich dabei durch bakterielle Fermentation.,0
Essen Sie keine unverarbeiteten tierischen Produkte.,0
Spätestens zwei Wochen nach dem Umzug zur neuen Adresse müssen Sie sich registrieren.,0
"Er beabsichtigte, den Reisenden in der Stadtbahn zu unterstützen.",0
Sie haben 1 Gold-Medaille bekommen.,1
"Im Bescheid wird festgehalten, ob Sie zur Zahlung eines Elterneintrags verpflichtet sind.",0
Dann müssen Sie die Bestätigung im Amt abgeben.,1
Einige Zeit-Zeugen waren eingeladen.,1
"Helicobacter-pylori-Bakterien kann der Arzt mittels dieser Erhebungen diagnostizieren: Blutuntersuchung, Stuhlprobe und Atemtest. Was können Sie gegen eine Magen- oder Zwölffingerdarm-Entzündung unternehmen?",0
Ein Thrombus infiltriert eine arterielle Vene.,0
"Die betroffene Person zeigt Symptome eines Atemwegsleidens, wie Husten oder Niesen.",0
Bitte bringen Sie alle nötigen Papiere mit.,1
Dort können Arbeit-Geber dann Beratung bekommen.,1
Damit prüft der Venen-Spezialist Ihre Venen.,1
Dann können auch Sie eher niedrigen Blutdruck bekommen.,1
Krampfadern sind Venen.,1
Das hat das Deutsche Zentrum für Meteorologie und Geophysik erläutert.,0
Nehmen Sie sich Zeit für Zwischenpause.,0
"Mit Ablauf des Jahres 2025 und dem nahen Stundpunkt von 16:00 Uhr naht der Weihnachtsabend, bei dem die traditionelle Feier zu Silvester stattfindet.",0
Beim autogenen Training entspannen Sie Ihren Körper.,1
Sie haben Schnupfen?,1
Baris Kul erklärte: Er werde sich weiterhin gegen Rassismus einsetzen.,0
Beim Auftreten einer Pandemie werden eine Vielzahl von Menschen und sogar Staaten von einem Krankheitsausbruch betroffen.,0
(…) Ich kann meinen Freunden Sachen schenken.,1
Manchmal stirbt das Gewebe auch ab.,1
Jetzt steht fest: Zehntausende Tiere müssen gekeult werden.,1
In der Corona-Krise tragen viele Menschen einen Mundschutz.,1
Das Medikament hat seine Wirksamkeit verloren.,0
Und auf Twitter können Sie uns folgen unter www.twitter.com/TAZLeicht.,0
2021 14:29 Uhr 02:03 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK In einigen Städten hatten die Weihnachts-Märkte im November schon auf-gemacht.,1
"Die neuesten Informationen über dieses Thema werden auch in schwierigerem Stil auf dem MDR-Aktuell-Programm mit dem Titel ""MDR AKTUELL I 09"" behandelt.",0
Dann sollten Sie ihr Gewicht verringern.,1
"Wenn Sie den Antrag bei uns eingereicht haben, erhalten Sie das Geld im folgenden Kalenderjahr.",0
"Wenn Sie nicht einbürgerbar sind, wird der Antrag zurückgewiesen.",0
Das bedeutet: Viele Menschen haben sich mit dem Corona-Virus angesteckt .,1
"Oktober 2025, 11:41 Uhr Der Zwinger in der Stadt Dresden ist ein sehr bekanntes und architektonisch bedeutendes Gebäude.",0
Der schnellste Bitcoin-Computer bekommt einen Gewinn.,1
Beachten Sie: Die betroffene Person ist insunsgesetztes Bewusstsein.,0
"Hier können Sie diese Nachricht auch in schwerer Sprache lesen Die Sieben-Tage-Inzidenz in Sachsen gibt das RKI am Dienstag mit 29,3 an.",1
Und die Person hat vielleicht keinen schweren Verlauf der Erkrankung.,1
Und zur Sicherheit können Sie die Parameter zwischen den Messungen mittels eines Blutdruckmessgeräts überprüfen.,0
"Wir erhalten Informationen über Sprache durch Medien wie Zeitungen, das Internet, das Radio und das Fernsehen.",0
Die Schutzkappe ist wichtig: Ohne die Schutzkappe misst das Thermometer nicht.,1
Dann können sich Besucher zum Beispiel das Volksbad in Magdeburg ansehen.,1
Der Arzt erklärt die Übung und macht sie vor.,1
Zum Beispiel am Bauch.,1
Und es werden Särge aus dem Land Ghana gezeigt.,1
Die Autobahn war aufgrund von Unfällen und Reparaturarbeiten in Richtung Görlitz vollständig ausgesetzt.,0
Der MDR berichtet auch über dieses Thema in anspruchsvoller Formulierung auf seinem Programm MDR Thüringen.,0
Beim Prostatalkarzinom wächst die Neubildung in der Prostata.,0
Das müssen sie den Mitarbeitern vom Bürger-Büro sagen.,1
Ihr Kind wird in seinem Heimatmilieu betreut.,0
Eine Phobie ist eine psychische Erkrankung.,1
"Die Frauen haben die Möglichkeit, den Fragebogen auszufüllen.",0
"Sie bekommen das Papier, wenn Sie ein Auto kaufen.",1
"Neuer Abschnitt - die Paralympics sind abgeschlossen, wir senden am Montag den 6. September auf MDR Fernsehen.",0
Wichtiger Hinweis: Urkunden aus dem Ausland müssen in deutscher Sprache übersetzt werden.,0
Wenn Sie in einer Lebens-Partnerschaft leben: Dann brauchen wir Ihre Lebens-Partnerschafts-Urkunde .,1
Das hat Torsten Ceglarek ausgesprochen.,0
Das obere Sprunggelenk besteht aus: Sprungbein .,1
Bei häufiger und starker Belastung sollten Sie Ihre Gelenke abpolstern : Sie arbeiten viel auf den Knien?,1
Die Verbrennung umfasst eine beträchtliche Fläche der Haut.,0
Gießen Sie sehr warmes Wasser in eine Schüssel.,1
Manchmal staut sich das Blut.,1
Diese Gurte heißen: Slacklines .,1
"• eine große Halle für Feuerwehr-Autos, • und ein Lager für besondere Geräte.",1
"Die Besucher sind verpflichtet, die 2-G-Regel einzuhalten.",0
Dann haben Sie ein legitimes Rechtsanspruch auf Unterstützung.,0
"Wenn ein Unfall bei der Arbeit oder in der Schule passiert, hilft die Unfall-Versicherung.",1
Geben Sie diesen Menschen zum Beispiel keinen Gute-Nacht-Kuss.,1
Er gehört zu diesen 2 Städten: • Leipzig • und Markkleeberg.,1
(…) Die reichen Länder sollen den armen Ländern helfen.,1
Sie können direkt über die Kasse zahlen.,0
Bitte erlauben Sie sich nach der Darmspiegelung abzuholen.,0
Prostaglandine sind natürlich körpereigene Verbindungen.,0
Ihr Apotheker prüft die Medikamente auf mögliche Nebenwirkungen.,1
Wie gut sind meine Daten geschützt?,1
Wir überlegen mit Ihnen: Wie Sie Ihren Abschluss nachholen können.,1
Sie möchten Ihr Risiko für Blasenkrebs verringern?,1
"In schweren politischen Kontexten streben dieselben Akteure an, diese Regionen in ihrem Einflussbereich zu integrieren.",0
Und sie haben ein umfassendes Wissen erworben.,0
Fragen Sie den Apotheker: Wie nutze ich Arnika am besten?,1
"September 2021, 13:44 Uhr Die Autobahn A14 verläuft hindurch in den Bundesländern Mecklenburg-Vorpommern und Brandenburg.",0
Luchse sehen aus wie eine Mischung aus einer große Katze und einem Leoparden.,1
Alle Menschen müssen über das Recht auf Barrierefreiheit informiert werden.,0
"Die Kamera kann erkennen, wie das Blut unter der Haut fließt.",1
Der Helfer nimmt ein Taschentuch.,1
Was müssen Sie dafür unternehmen?,0
Die Fach-Leute von der Beratungs-Stelle helfen auch bei den Anträgen.,1
Welche Dokumente benötige ich zur Stelle?,0
Denn diesmal habe ich bewusst unwahr gesprochen.,0
"Für sie war es schwierig, den Unfall zu ertragen.",0
"Dann besteht die Gefahr, dass Sie sich leicht am Fuß verletzen und auch möglicherweise zu Stürzen kommen.",0
Das schwere Wort dafür ist: Digitale Fotos.,1
Die Haut wird an der betroffenen Stelle dadurch verstärkt perfundiert.,0
"Mehr Informationen über Parodontitis finden Sie unter der Rubrik ""Zahn- und Mundgesundheit"" auf unserer Website.",0
Beim Asthma-Phänomen entzündet sich der Bronchialbaum.,0
Dafür können sie zum Beispiel ihre Impfzertifikate oder einen ärztlichen Befund vorzeigen.,0
j eden Freitag Uhrzeit: von 17.30 bis18.30 Uhr Ort: Stephanus-Gemeinde Am Flachsland 28 65779 Kelkheim Ansprech-Partnerin: Frau Irmine Seibel Telefon: 0 61 74 / 62 62 9 Lebenshilfe-Chor Wann?,1
Geeignet sind: After Mund Achsel Ohr Stirn Hinweis : Nicht alle Thermometer eignen sich für alle Körperstellen.,1
Wenn die Zahl größer wird: Dann müssen auch die Corona-Regeln strenger gemacht werden.,1
"Die Polizei vermutet, dass die drei Personen als Täter-Gruppe koordiniert bei der Geldwäsche beteiligt waren.",0
Achtung : Für Kinder gelten besondere Regeln.,1
Es gibt verschiedene Ursachen für eine Alkohol-Sucht.,1
Sie können das Foto nicht als E-Mail schicken.,1
"Denn auf dem Drehort wurden zahlreiche Szenen aus dem Kultfilm ""Drei Haselnüsse für Aschenbrödel"" aufgezeichnet.",0
Planen Konzept ist ein schwieriger Begriff für uns: Der Plan.,0
"November 2021, 16:02 Uhr Der Fußballer Clemens Fandrich gehört zu dem Fußball-Verein: FC Erzgebirge Aue.",1
Tor für RB Leipzig erzielte der Fußballspieler Assan Ouédraogo.,0
So nennt man Ehe-Urkunden und Urkunden von Lebens-Partnerschaften.,1
Überprüfen Sie immer wieder die Atmung der betroffenen Person.,1
"Auch die Bundeswehr baut ihren Beitrag im Rahmen der Sicherheitsarchitektur in Deutschland aus, um als zunehmend digitalisierte Großorganisation die Chancen der Digitalisierung zu nutzen, aber auch um den Bedrohungen aus dem Cyber- und Informationsraums zu begegnen.",1
Zwei Fünfzig-Cent-Marken für eine Ersetzungskarte.,0
Manchmal versteht sich die Fußgliederung nicht.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Mittel-Deutschland In Mittel-Deutschland ist der Winter gekommen Hauptinhalt 24.,1
Die vergrößerten Hemmorrhoiden dringen durch den Anus aus.,0
Und Sie haben starke Beschwerden?,1
"Solange der Großteil der CPU-Leistung von Nodes kontrolliert wird, die nicht kooperieren, um das Netzwerk anzugreifen, werden diese die längste Kette generieren und schneller sein als die Angreifer.",1
• Die Besucher können sich bei der Sternwarte Suhl mit fachkundigen Personen ausdenken.,0
Denn auch normale Leute wissen manchmal gut Bescheid.,1
Vielleicht äußern Sie sich nicht zum auffallenden Pulli.,0
Zinsen sind eine Belohnung von der Bank.,1
"""Elektronische Geräte am Körper kann die Wahrscheinlichkeit einer Schwangerschaft steigern.""",0
Es ist eine Aufgabe für die Chefs.,1
Dann sollten Sie vorab stets einen Gesprächsauftrag an Ihren Arzt stellen.,0
Die Patienten fühlen sich dann sehr gut.,1
Die Pille danach verschieben den Eisprung.,1
"Und den Ausweis von der Person , die die Vollmacht geschrieben hat.",1
Er ist 31 Jahre alt.,1
Denn sonst könnten die Tiere sie fressen.,1
© W&B/Astrid Zacharias Was passiert bei einem Herzinfarkt?,1
Der Inhalte des Beipackzettels sind gesetzlich normiert.,0
Es entsteht nämlich durch Bakterien.,1
"Das bedeutet, dass der junge Mann unmöglich in der Lage war, jemanden zu ermorden.",0
"Achtung: Es sei ausdrücklich verboten, Arnika einzunehmen.",0
Dieser Bitterstoff heißt: Harpagosid.,1
Stehen Sie gelegentlich auf und bewegen Sie ihre Gliedmaßen.,0
"Auch in der Stadt Leipzig war die Feuerwehr gezwungen, einen erheblichen Anzahl von Einsätzen durchzuführen.",0
Dann kann der Arzt Ihnen eine Antibiotika-Prescription ausstellen.,0
Und weil sie diese Unterlagen möglicherweise veräußert haben.,0
Der Licht-Weg soll sich an die Friedliche Revolution im Jahr 1989 erinnern.,0
Dadurch kommt es zu den Beschwerden.,1
Und sie besteht fast ausschließlich aus Gold.,0
Kühlen Sie das Gelenk nicht länger als 15 Minuten am Stück.,1
"Als er noch ein Kind war, hat er erlebt, was es heißt, arm zu sein.",1
© W&B Antazida wirken nicht gegen die Ursache des Sodbrennens.,1
Auf Facebook unter: www.facebook.de/tazleicht .,1
Wie wirkt Baldrian? Wirkungen von Baldrian sind insbesondere bei Schlaf- und Stress-Belastungen bekannt. Es wird oft als Naturmittel zur Belebung des Schlaf-Wach-Rhythmus eingesetzt.,0
• Und der Betriebs-Rat • und die Firma VW haben sich ge-einigt .,1
Die Toiletten sind für Rollstuhl-Fahrer und Rollstuhl-Fahrerinnen nur eingeschränkt zugänglich .,1
Können Sie bitte einen Termin für eine Platzreservation für Ihr Kind einplanen?,0
"November 2021, 15:30 Uhr In dem Bundes-Land Thüringen fangen die Autobahn-Meistereien jetzt mit dem Winterdienst an.",1
Die Anzeichen für Lungenkrebs sind nicht immer unmissverständlich.,0
"Einige Winzer in Zscheiplitz beabsichtigen, einen speziellen Weintyp zu produzieren.",0
Hier können Sie diese Nachricht auch in einer anspruchsvolleren Form lesen: Das insolvente private Schienenverkehrsunternehmen Abellio plant möglicherweise bereits ab Oktober die Einstellung seiner Tätigkeit im Land Sachsen-Anhalt.,0
Die Zertifikate für die qualifizierte elektronische Signatur entsprechen X.509-Zertifikaten.,0
Eine E-Mail ist eine Nachricht am Computer.,1
Dort kann der Patient ein beruhigendes Medikament bekommen.,1
"MDR.DE Servicedesk Barrierefreiheit Nachrichten in simpler Sprache: Ein neuer Bereich in Jena ist entstanden, in dem einige Menschen heute ohne warmes Wasser und Heizung leben. Hauptinhalt Stand: 29.",0
Sie wird aber auch nicht besser.,1
Das bedeutet: Die Fach-Leute im Labor haben die falschen Blut-Proben bekommen.,1
Wenn Sie selbst nicht bezahlen können.,1
Aber die Haut kann sich an den betroffenen Stellen manchmal bräunlich färben.,1
Januar 2022 | 19:00 Uhr Hier können Sie die Nachrichten auch in schwerer Sprache lesen Sachsen Die Corona-Inzidenz in Sachsen ist am Dienstag deutlich unter 300 gesunken.,1
"Heute sind wir sich bewusst, welch erhebliche Bedrohung Legionellen darstellen.",0
Trotzdem ist eine regelmäßige Kontrolle beim Frauenarzt wichtig.,1
Das Handy signalisiert Ihnen ferner: Ich saubere diesen Zahn bereits so lange.,0
Dazu kommen die Kosten für die Hochzeit .,1
Ein Mensch hatte als Kind keine Windpocken?,1
Er hat gesagt: Immer mehr Corona-Patienten müssen in den Krankenhäusern behandelt werden.,1
Luchse erinnern an eine Synthese aus großen Katzen und Leoparden.,0
"Die Hauptursachen einer Lungenembolie sind eine Beurteilung von Gerinnsen in den Venen, die in das Lungengewebe eingedrungen sind.",0
Eine Anleitung dazu finden Sie hier: Welche Voraussetzungen gibt es?,1
Oder wenn Sie Ihr Kind abmelden wollen.,1
Und sie müssen nicht selten ins Krankenhaus.,0
"Sie können die Medikamentenschachtel, einen Behälter oder eine Pflanzenscheibe entnehmen. Haben sie tatsächlich den Notruf abgesetzt?",0
"Es wird empfohlen, ein ausgewogenes Ernährungsschema zu befolgen, das reich an Jod und Selen ist. Eine regelmäßige körperliche Aktivität und eine gesunde Gewichtsregulierung können ebenso zu einer Verhinderung von Schilddrüsenüberfunktionen beitragen.",0
Eine Noroviren-Infektion kann eine Vielzahl von Symptomen manifestieren.,0
So gelangt der Wirkstoff über die Mundschleimhaut in den Körper.,1
"Wolfgang Voigt verfasste ein poetisches Werk, das die mystische Dimension seiner Musik unbeschadet konzeptioneller Erläuterungen vermied.",0
"Das bedeutet, dass es gÃ¼ltig ist.",1
Neuer Abschnitt Ein Nachrichten-Audio in Leichter Sprache MDR FERNSEHEN Mo 25.10.,1
"Damit wir wissen, ob Sie diese Kosten übernehmen können.",1
Darüber ärgert sich der Hausärzte-Verband.,1
Wie erreiche ich das Amt mit Bus und Bahn?,1
Und er gab ihm den Namen Jesus.,1
Wir erstatten die Ausbildungskosten.,0
Dort wird er jetzt behandelt.,1
Beim Impffortschritt manifestieren sich jedoch ermutigende Anzeichen.,0
Das bedeutet: Die Wärme am many Orten wird in Kürze erneut sehr intensiv sein.,0
Arnika kann gegen leichte Schmerzen helfen.,1
Der sächsische Innenminister setzt sich verstärkt für eine wirksame Bekämpfung von Hass im Internet ein.,0
Das Gesundheitsamt sagt Ihnen: Das können Sie jetzt tun.,1
Diese wurden mittlerweile behoben Die neuesten Nachrichten von dieser Woche Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR KULTUR - Das Radio | 22.,1
Auch im Bundes-Land Sachsen-Anhalt ist das so.,1
Sie helfen gegen angeschwollene Beine.,1
Sie verwenden ein Verhütungspflaster?,1
Risikofaktoren sind zum Beispiel: andere Erkrankungen Rauchen Übergewicht Die Behandlung hängt auch von solchen Risikofaktoren ab.,1
Er ist der Bundes-Kanzler von Deutschland.,1
Im schlimmsten Fall kann die entzündete Gallenblase perforieren.,0
Holger Hetzel veranstaltet drei Tage vor der Auktion eine Sonderpräsentation für seine Kunden.,0
Dann muss man einen PCR-Virusdetektionsversuch durchführen.,0
Viele Menschen verwendet die Zutat des Ingwerwurzels als Aromastoff in der Küche.,0
Der Mensch hat dann gelernt: Das Erlebnis macht mir Angst.,1
Die Länder machen zum Beispiel zusammen Gesetze.,1
